Index,R_CUSUM
1,  4.1228269841785803
2,  4.6998818200066115
3,  5.9995666395043372
4,  6.9570685221446631
5,  7.5381726277284216
6,  7.3267675374085117
7,  7.8701398866161760
8,  8.2780712634897142
9,  9.0476495165628386
10,  9.5769678884276495
11, 10.0989576403775878
12, 10.5026657635222236
13, 11.0336148059920944
14, 11.5402188638586125
15, 11.4249708873004021
16, 12.3069982319441884
17, 12.9698494038700503
18, 13.5117783363901438
19, 13.7993459591080736
20, 14.4176549019674027
21, 14.7916495375430745
22, 15.1919517052604096
23, 15.3250963980315849
24, 16.0467881134177475
25, 16.4610448120426760
26, 17.2330234834581049
27, 17.9483381764602186
28, 18.3258314277635215
29, 18.8060062370450503
30, 19.4745285956611269
31, 19.7188301018356604
32, 20.0846249856744308
33, 20.3704126177189622
34, 20.7541978307668984
35, 21.1059875102593644
36, 21.6176285392785417
37, 22.0250012558637067
38, 22.1825674693205102
39, 22.5776207901593082
40, 22.7427291663923405
41, 22.8550542260978311
42, 23.2700318169025273
43, 23.3732642540765809
44, 23.7077689483411191
45, 23.8661471305402948
46, 24.3600694931799318
47, 24.7423352878427991
48, 24.9568526404399513
49, 25.3437058664787820
50, 25.6722789993678475
51, 25.7707411111697517
52, 26.0053376997246666
53, 26.1372442270841958
54, 26.4595671640686412
55, 26.6288991780622979
56, 26.8536030687694272
57, 26.9416432681168310
58, 27.0670745035642497
59, 27.3372365896295193
60, 27.4565469225872967
61, 27.6874719377737151
62, 27.9565628512117250
63, 28.1765355846857517
64, 28.3832919516975366
65, 28.4067955163496428
66, 28.6146980200899854
67, 28.6315403110891928
68, 29.0141473317469831
69, 29.1288772368592532
70, 29.3837522521186294
71, 29.6816082878510059
72, 29.9153189868691101
73, 30.3074349029563201
74, 30.4360308775512998
75, 30.7163365031804041
76, 30.8284022702003782
77, 31.3009653862993922
78, 31.6031392459188005
79, 31.7846511282800996
80, 32.0941210952933034
81, 32.1811155972587812
82, 32.5688797972975763
83, 32.6547311246833587
84, 32.6961443985070446
85, 32.9047868889966679
86, 33.2120271541794736
87, 33.4227864521025566
88, 33.5507619734919516
89, 33.8884885562881379
90, 34.3573876412336929
91, 34.3532950351543747
92, 34.7167241186406770
93, 34.8706181704498377
94, 35.1778884977176531
95, 35.1882264403165266
96, 35.3631036133429006
97, 35.4646334067788445
98, 35.6147451503555530
99, 35.7039186937478945
100, 35.9416763459799284
101, 36.2646586580290986
102, 36.4117920839911449
103, 36.5854517005502871
104, 36.6694627396064448
105, 36.9649429273689094
106, 37.2153885436306950
107, 37.2532651343487160
108, 37.5930003908801353
109, 37.6696141501432393
110, 37.7579455993639712
111, 37.8053911020707716
112, 37.8803684611623765
113, 38.0374430857811063
114, 38.2790007385237985
115, 38.3999287285584927
116, 38.5696667686210262
117, 38.7309919899363422
118, 39.0296465710077030
119, 39.4323872966650413
120, 39.5166187041859516
121, 39.8800014488945465
122, 40.2624309806465419
123, 40.4658315415039311
124, 40.7301551689734680
125, 40.7497662665541469
126, 40.9731469897738236
127, 41.1027259811652073
128, 41.2666822661220820
129, 41.4954868566761519
130, 41.7669988165822161
131, 41.9397120019382541
132, 42.3537057626325151
133, 42.5815358628354019
134, 42.7376914864975959
135, 42.9508425266425178
136, 43.1150836355647868
137, 43.1909629237466817
138, 43.4078542005367396
139, 43.6631662788137973
140, 43.8677930208659461
141, 44.0707370020746296
142, 44.2543309142490031
143, 44.4973122178852591
144, 44.5549867851430790
145, 44.8234604920193647
146, 44.9131431758032420
147, 45.1094766431328651
148, 45.3428492730950268
149, 45.5295021439580410
150, 45.5630457311243831
151, 45.7310553300841107
152, 45.9248151096581836
153, 46.1730731916478589
154, 46.3794055110249843
155, 46.5914858679937609
156, 46.8500607446852442
157, 46.9538693752701377
158, 47.0650026890254054
159, 47.2264910765833505
160, 47.4162236865592348
161, 47.6930751440624121
162, 47.7828072694637527
163, 47.8718634465808819
164, 48.0952894922385070
165, 48.2224114136084481
166, 48.3644952568072668
167, 48.5726360499980245
168, 48.6818321015737823
169, 48.7821201306241008
170, 48.9198615309677365
171, 49.0465680942018807
172, 49.1496064044856382
173, 49.3768945477416068
174, 49.4958335943882801
175, 49.6581224547526858
176, 49.8254805844535653
177, 49.8353370806711595
178, 50.0187811450992115
179, 50.2922722591646121
180, 50.4464583978342702
181, 50.5409917465009642
182, 50.7977321693036714
183, 50.9721868305243859
184, 51.2045406223645756
185, 51.3745995289856339
186, 51.5749172764808748
187, 51.8386702070617673
188, 52.0412399560846382
189, 52.2216723085792864
190, 52.3216288388750712
191, 52.5170520977064896
192, 52.6364986877378982
193, 52.9523206257250294
194, 53.1282778576076140
195, 53.2178588918100033
196, 53.4908985449489549
197, 53.6054672439427264
198, 53.6356050765936843
199, 53.7064833130077375
200, 53.8584507178532235
201, 53.9749309845392702
202, 54.1573995109886823
203, 54.2885392059484388
204, 54.2992608489345727
205, 54.4258855665706065
206, 54.7036746583785103
207, 54.8184549467337874
208, 54.9224349413045800
209, 55.0605976229933063
210, 55.3279436450041970
211, 55.4108081289210830
212, 55.6137144738987175
213, 55.7150780816254994
214, 55.8371165983870057
215, 55.9570414293224232
216, 56.1587072644431800
217, 56.3475463771745240
218, 56.5695429680216577
219, 56.7902611165087308
220, 57.0888016965187788
221, 57.2373765087949948
222, 57.2002545957889197
223, 57.3052963592156388
224, 57.3936568019301561
225, 57.5160016939460874
226, 57.7404561470171416
227, 57.8431373353892795
228, 57.9291134754113912
229, 58.1062938497665087
230, 58.2977449694301413
231, 58.4227909389372755
232, 58.5934960820019768
233, 58.7698827780730824
234, 58.9368818518032853
235, 59.0384532959742785
236, 59.2307520407417627
237, 59.2146393416881338
238, 59.3979764398996224
239, 59.5664814466748496
240, 59.8481092415812128
241, 60.0062252078898055
242, 60.1536310536735002
243, 60.3751278930453310
244, 60.5645757090546937
245, 60.7033650352420864
246, 60.8408583475175959
247, 60.9890531259342481
248, 61.0550578750596245
249, 61.2773524109714458
250, 61.3791333892894997
251, 61.4973270797390796
252, 61.6817707759580998
253, 61.7927709918372230
254, 61.9235581208788801
255, 62.1637012147255419
256, 62.2585067114907389
257, 62.3805561427938500
258, 62.6177798980909586
259, 62.7317532730664809
260, 62.8316138311400607
261, 62.9853133923692496
262, 63.1623783777208772
263, 63.2554469644641273
264, 63.3824735825975552
265, 63.5103599105456951
266, 63.5827544763141503
267, 63.7198935358446619
268, 63.9666899083908120
269, 64.1601899018684207
270, 64.2476528666948639
271, 64.4058151361059856
272, 64.5246910734701515
273, 64.6489449637220872
274, 64.8404754872666018
275, 65.0144091789387630
276, 65.2089313031060698
277, 65.3727769837587260
278, 65.4550263057469408
279, 65.5569323708948559
280, 65.6126860206610871
281, 65.7864819714268805
282, 66.0075852908437213
283, 66.0370837260747834
284, 66.1757190743350776
285, 66.3419260292941289
286, 66.4611881602133963
287, 66.5416745352681573
288, 66.6102520586654094
289, 66.8249030084175786
290, 66.9443184260740622
291, 67.1522574733885875
292, 67.2436420239000086
293, 67.4575875370122873
294, 67.6239370675049969
295, 67.7577137489201107
296, 67.9630689908453007
297, 68.0718094733178560
298, 68.1807810837322990
299, 68.3120790435105931
300, 68.4374103697625173
301, 68.5596516392995596
302, 68.6796751133905445
303, 68.7575234236097401
304, 68.9485446209041726
305, 69.0275243358512682
306, 69.1114789138879644
307, 69.1888413988042004
308, 69.4227102059377899
309, 69.5880306632937788
310, 69.7559149975533614
311, 69.7649574139602180
312, 69.8721913992326620
313, 70.0740444351024223
314, 70.2898750367629930
315, 70.2966195163190832
316, 70.2836837383200930
317, 70.3302875704352175
318, 70.3767356119345777
319, 70.5522005601806228
320, 70.7102237845108164
321, 70.9486224164608075
322, 71.0904342732600441
323, 71.1993456730626946
324, 71.4270122288057081
325, 71.6036234672967282
326, 71.7757143442788106
327, 71.9698643806787715
328, 72.0860996574167245
329, 72.2371377972131654
330, 72.4314166381627871
331, 72.4427983912269582
332, 72.5726464273515290
333, 72.6492071828937611
334, 72.7240238899217530
335, 72.8063707240572739
336, 72.9567908151779534
337, 73.0844594274698238
338, 73.1463735146521117
339, 73.3099808905641481
340, 73.4674531961798607
341, 73.6240566304090720
342, 73.7738460584778863
343, 73.9743111976377890
344, 74.0625077605443778
345, 74.1551249334426785
346, 74.3266612013978261
347, 74.4901120710508167
348, 74.6833302721159384
349, 74.8103345344102593
350, 74.9735532911271889
351, 75.1671080750685263
352, 75.2530661621492527
353, 75.4837985483330982
354, 75.5682143013675187
355, 75.5997536671105763
356, 75.7197250481202957
357, 75.8588142540590411
358, 75.9460589002798656
359, 76.0139230594044193
360, 76.1019341682758323
361, 76.2942343028121570
362, 76.2991827256808790
363, 76.3049053564286055
364, 76.3571804235476463
365, 76.5463603406468565
366, 76.7251099787739150
367, 76.8033229215107269
368, 76.9328821959297500
369, 77.0956483973559301
370, 77.2503234396130551
371, 77.4075830919554448
372, 77.5455035851108079
373, 77.6907633558024457
374, 77.7346114836096973
375, 77.9822391073448813
376, 78.0979741797789018
377, 78.2523750184728470
378, 78.3008134179208497
379, 78.4061960767601249
380, 78.5754886966961408
381, 78.7099348834362047
382, 78.8508851642338016
383, 78.9026480796093068
384, 79.0566065803908629
385, 79.1535644169077557
386, 79.1854072260069586
387, 79.3466138749007541
388, 79.4734031182108254
389, 79.5577994759439378
390, 79.6991850493013203
391, 79.7201795294381554
392, 79.9631357471625392
393, 79.9559794016306569
394, 80.1001584539267100
395, 80.2131081545716427
396, 80.2725618924733055
397, 80.4168090231824237
398, 80.5196843256002239
399, 80.7306758314576598
400, 80.7945359246662633
401, 80.7713526517964624
402, 80.7046536415669920
403, 80.5485663266716045
404, 80.4412126741589475
405, 80.2942413138517281
406, 80.0870440179693475
407, 80.0975748759984896
408, 80.0894108364585833
409, 80.0022462677544581
410, 79.8289739428747538
411, 79.7632077980798897
412, 79.6147838658652631
413, 79.5543498783582663
414, 79.5091455897017880
415, 79.4267872006077482
416, 79.3305136966826865
417, 79.2976492473125347
418, 79.2647294043282216
419, 79.1963739459110343
420, 79.0983338744719902
421, 79.0588818741177732
422, 78.9793107944087893
423, 78.9683666250036538
424, 78.8082449960604805
425, 78.7140394843991658
426, 78.6849531692807460
427, 78.5582888075658161
428, 78.3756002255566955
429, 78.3182139180950401
430, 78.1978480607693598
431, 78.0836655752208628
432, 78.0382152833753935
433, 78.0660729564398252
434, 77.9817718013898258
435, 77.9466945258365485
436, 77.7454871877010874
437, 77.6646344752658138
438, 77.4851603572763707
439, 77.3081375871078933
440, 77.2994757494120392
441, 77.2526910256822390
442, 77.1995664045866619
443, 77.0868965951270866
444, 76.9343435484269662
445, 76.8742147894120507
446, 76.7305932447687127
447, 76.7778656232244856
448, 76.6996415055132417
449, 76.6344517819397879
450, 76.4680161624040124
451, 76.4142714424549894
452, 76.3937273402489438
453, 76.3294055912583929
454, 76.2516281551123427
455, 76.2546633482859875
456, 76.2127249707511965
457, 76.1665045216060150
458, 76.1434751627468529
459, 76.0821340206234993
460, 76.1698934622888260
461, 76.1093573094057376
462, 76.0874424002374639
463, 76.0573935285507190
464, 76.0170098809949764
465, 75.9947190517519289
466, 75.9353258100388757
467, 75.7553100295053525
468, 75.6356712259340753
469, 75.6822695220350710
470, 75.7066871371760186
471, 75.6242145234362368
472, 75.4154514268376630
473, 75.2993948802442361
474, 75.1444330535121452
475, 74.9807610468362640
476, 74.9554759675569642
477, 74.8870748832816560
478, 74.8877797818344959
479, 74.7438211382899027
480, 74.6170372803311182
481, 74.5766994759071196
482, 74.5634496051122539
483, 74.4808646804644212
484, 74.3572380153379555
485, 74.3809631353034604
486, 74.3959591649653191
487, 74.3784026165569969
488, 74.3483690796743986
489, 74.2139832770997430
490, 74.0365450445515165
491, 74.0752536937672659
492, 74.0192975547465153
493, 73.9052417052120632
494, 73.9132675561874919
495, 73.8105779559758730
496, 73.7161891634834916
497, 73.6688055292423059
498, 73.5264927335577738
499, 73.4306733071076110
500, 73.3062915459509270
501, 73.2975544943616342
502, 73.2454206723949284
503, 73.1615938849775915
504, 73.1609264883930450
505, 73.0900281122319484
506, 73.0106417097048563
507, 72.9494567695470977
508, 72.8484212812543745
509, 72.7836846491580332
510, 72.7640020056234107
511, 72.7071711705816881
512, 72.7234037925611716
513, 72.6261121828220269
514, 72.5436422785693651
515, 72.5455252813699190
516, 72.4175713806190373
517, 72.2795642882112190
518, 72.2466583095696393
519, 72.1601879037118579
520, 72.0448714697559751
521, 71.9324698221486329
522, 71.9078987623067007
523, 71.8080800633282195
524, 71.7414286837406081
525, 71.6371703357937406
526, 71.5951260853939289
527, 71.4974168151486822
528, 71.4565318900883284
529, 71.3652205625328122
530, 71.3959885718426506
531, 71.3531692353179210
532, 71.1958124292109318
533, 71.2026003470558209
534, 71.1362299937878930
535, 71.0853301837246789
536, 71.0932124754028223
537, 71.0516117768643198
538, 71.1188695799591386
539, 71.0305556680192467
540, 70.9867187203949896
541, 70.9492261106769462
542, 70.9278256319782088
543, 70.9085427330637970
544, 70.8751960612978706
545, 70.7520562429431834
546, 70.6707746804135297
547, 70.6139977880267509
548, 70.5290554343558398
549, 70.4852286656434330
550, 70.3855462935414806
551, 70.3713495875880000
552, 70.3222849177978304
553, 70.2903983607411504
554, 70.2202062809318761
555, 70.1272249271800803
556, 70.1413472255003967
557, 70.0397156912370207
558, 69.9414017258182525
559, 69.8490460019868635
560, 69.8817238624333896
561, 69.8186052973702402
562, 69.8161657220596794
563, 69.7074843995066544
564, 69.6290117552341457
565, 69.5638900264027882
566, 69.5395157242999744
567, 69.4675628254214814
568, 69.4453802720799729
569, 69.3943930072817068
570, 69.3469071210798944
571, 69.3956692847683030
572, 69.3060096976845870
573, 69.2982763751522270
574, 69.2966882164421492
575, 69.3233684459128057
576, 69.2837940969605199
577, 69.2407441820007250
578, 69.1930328826965138
579, 69.1731776143418955
580, 69.1482859449081957
581, 69.0795698971328562
582, 69.0685148627536449
583, 69.0432113021356315
584, 69.0232469070590184
585, 69.1073540777399842
586, 69.0667954593945552
587, 68.9875447866115650
588, 68.9544103865040796
589, 68.8876690425026226
590, 68.7963425185517394
591, 68.7245072520052389
592, 68.6766831664745183
593, 68.6712246885273743
594, 68.6357466791561137
595, 68.5426281489496318
596, 68.4823817055189181
597, 68.3551462863870967
598, 68.2929673999010163
599, 68.1767916025821137
600, 68.0569901203885195
601, 68.0521209803650748
602, 67.9917658375568266
603, 67.9404037338731968
604, 67.9139425876716274
605, 67.8404953431636528
606, 67.7791406518001622
607, 67.7003493708859594
608, 67.6323826051536230
609, 67.5307392898574363
610, 67.5185522749602853
611, 67.4982587830052410
