"","x"
"1",4.52058907291852
"2",2.92030923764772
"3",4.13923811501927
"4",3.91525121505142
"5",3.3333603847154
"6",1.48391096799054
"7",3.26485320254332
"8",2.97987773686491
"9",4.11355444129731
"10",3.52620901815991
"11",3.59178529566207
"12",3.26956672140639
"13",3.77856340059383
"14",3.77418347557105
"15",1.4531185538717
"16",5.34700149929703
"17",4.61640814584997
"18",4.21756433830789
"19",3.19528116959974
"20",4.68974677762582
"21",3.67132798590976
"22",3.83531842307416
"23",2.6079711202287
"24",5.46582476120139
"25",4.04820680822544
"26",5.90808383464199
"27",5.73094452723732
"28",4.0581458372593
"29",4.64532816177517
"30",5.7256289865063
"31",3.47103308254375
"32",4.16639202561255
"33",3.74527642523605
"34",4.33278235943791
"35",4.18243281282763
"36",5.164593749518
"37",4.59349285072787
"38",3.10822027078263
"39",4.5772533103574
"40",3.17509441894196
"41",2.84274614237656
"42",4.77799877400621
"43",2.79577821402693
"44",4.30671410214768
"45",3.16634145935794
"46",5.41814116350375
"47",4.71178611785072
"48",3.59750227713763
"49",4.79936221871451
"50",4.42648443555695
"51",2.83010133006438
"52",3.79379983970698
"53",3.06938969075639
"54",4.44939756579174
"55",3.35519354543769
"56",3.76857731018904
"57",2.76363198855463
"58",3.03904470177698
"59",4.13395628156956
"60",3.00094727703072
"61",3.85852930918679
"62",4.16732989964881
"63",3.80121138732832
"64",3.7087928119079
"65",2.26560296575071
"66",3.7272716682674
"67",2.20007051830318
"68",5.15274097680304
"69",2.996680514408
"70",4.14821004429254
"71",4.51949668074918
"72",4.00543629447576
"73",5.34702083465394
"74",3.152966582704
"75",4.44339801731577
"76",3.02285053167669
"77",6.12449113551361
"78",4.68769896056154
"79",3.6566317798196
"80",4.78516947267395
"81",2.84442253922948
"82",5.5089163463927
"83",2.84450383974264
"84",2.44318818979332
"85",3.94475207477644
"86",4.84919316270271
"87",3.98890327749634
"88",3.23968616821928
"89",5.17579925167624
"90",6.41444970903476
"91",2.04148723177387
"92",5.4735898934298
"93",3.52511603850127
"94",4.98117098378587
"95",2.17564478046344
"96",3.73938918264773
"97",3.04115468742634
"98",3.50970428993348
"99",2.92270328639934
"100",4.36942591054445
"101",5.21626648113935
"102",3.5061567643859
"103",3.77221527902281
"104",2.88835111295273
"105",4.99583308940962
"106",4.56182889094609
"107",2.43572144348412
"108",5.48107701910531
"109",2.83079484988777
"110",2.94798646253364
"111",2.52815447517098
"112",2.80656307923581
"113",3.65202057530806
"114",4.53282254314942
"115",3.28901142414916
"116",3.8010108623676
"117",3.71862667648154
"118",5.17092627520498
"119",6.28873318592
"120",2.93114338550092
"121",5.90620418856242
"122",6.13179771847887
"123",4.23145636301535
"124",4.8969457378272
"125",2.26120728764848
"126",4.46884794013553
"127",3.45585232680226
"128",3.83458584619155
"129",4.55216656257281
"130",5.0333302116035
"131",3.95382119521645
"132",6.63870731259579
"133",4.58900574922502
"134",3.79762266577079
"135",4.44156013800238
"136",3.89974229791717
"137",2.90659600800889
"138",4.50324733858265
"139",4.94924009111764
"140",4.38280205602231
"141",4.37157821089805
"142",4.15721640165143
"143",4.84793988997537
"144",2.71660734349482
"145",5.1582786080896
"146",3.09089378683401
"147",4.33499070516858
"148",4.77585408191641
"149",4.23714015227601
"150",2.4401298654128
"151",4.02432675118888
"152",4.33463518915829
"153",4.98941099914714
"154",4.5003751135416
"155",4.57690786545545
"156",5.14269094011911
"157",3.29255218557702
"158",3.38144035901887
"159",3.99168580385754
"160",4.33891973395269
"161",5.40540629884683
"162",3.13473014763737
"163",3.12604604337991
"164",4.7743182008249
"165",3.59810975848275
"166",3.78486216946411
"167",4.60525613051401
"168",3.38543231635252
"169",3.27557706857559
"170",3.74305736281822
"171",3.60792726365044
"172",3.31329803825534
"173",4.87584034013082
"174",3.51894201395751
"175",4.0683575908681
"176",4.13702489281585
"177",2.14123148112942
"178",4.34627657136052
"179",5.50163381994693
"180",3.9862618796706
"181",3.22475480248897
"182",5.3111581356762
"183",4.26052455655484
"184",5.01401700762575
"185",4.21559420847465
"186",4.61340462609199
"187",5.44598848106203
"188",4.65808590074518
"189",4.37523449649149
"190",3.32531172406182
"191",4.58048057329627
"192",3.58577066777339
"193",6.18050398539242
"194",4.34285764365026
"195",3.20197533809284
"196",5.64103616625365
"197",3.53999488834875
"198",2.41352901139382
"199",2.95508432592821
"200",4.04165366588576
"201",3.56797362252266
"202",4.4585911476868
"203",3.77064801394068
"204",2.14303779015917
"205",3.71032582701885
"206",5.76714123786919
"207",3.55731710269918
"208",3.41113559799843
"209",3.8794117416471
"210",5.65306128186181
"211",3.12864543137026
"212",4.78066827085778
"213",3.38612213068134
"214",3.67240868869395
"215",3.64478398409845
"216",4.78093407436684
"217",4.60867017178543
"218",5.07617901747348
"219",5.06555765231322
"220",6.16164641282926
"221",4.07045648205229
"222",1.46477478040683
"223",3.45866585527661
"224",3.22406042645885
"225",3.70404458176024
"226",5.15137290542338
"227",3.43111213246848
"228",3.19421365997497
"229",4.49259386184164
"230",4.70075833733224
"231",3.75687470844992
"232",4.41248117692248
"233",4.4981653093588
"234",4.36767911462303
"235",3.4293971308103
"236",4.73881651771437
"237",1.73170867433505
"238",4.61404104005247
"239",4.40363580599992
"240",6.05157932669931
"241",4.263244987215
"242",4.11042118944666
"243",5.1957636212874
"244",4.7333095136331
"245",3.99548830845836
"246",3.97878450040497
"247",4.13850173298157
"248",2.92987293004672
"249",5.23606206697686
"250",3.46018990526458
"251",3.70377108534393
"252",4.68821880334964
"253",3.60099269627213
"254",3.89651514715051
"255",5.52953404059542
"256",3.36536354155117
"257",3.77314541090227
"258",5.5010840927328
"259",3.65753651762137
"260",3.44627244398852
"261",4.25762687069896
"262",4.61312175865246
"263",3.34771263322243
"264",3.86171897091311
"265",3.8763619981308
"266",3.03529478361663
"267",4.01904318401532
"268",5.69169235319906
"269",4.88580907147417
"270",3.27006985451747
"271",4.35188468309801
"272",3.75266910673981
"273",3.83640816827668
"274",4.87236056020825
"275",4.60593821388332
"276",4.92724081261282
"277",4.45804443665121
"278",3.1988859757851
"279",3.50287684700446
"280",2.78703218514561
"281",4.61971259935642
"282",5.3596632579562
"283",2.3789352372862
"284",4.07955949935554
"285",4.51259313730675
"286",3.78089806184912
"287",3.17406130532946
"288",2.98642175588816
"289",5.28206624602831
"290",3.78785550082038
"291",5.18487723662641
"292",3.34938756322771
"293",5.28736727005853
"294",4.53893321566332
"295",4.02554055380391
"296",5.1639475327246
"297",3.63237426788283
"298",3.63663043049862
"299",3.99324663525455
"300",3.89952750113536
"301",3.85140792163888
"302",3.81704724456307
"303",3.14185216234625
"304",4.958159182178
"305",3.1609230581677
"306",3.24027572068832
"307",3.13348518046379
"308",5.65902566868139
"309",4.55694227721052
"310",4.60138612966221
"311",2.03021317889576
"312",3.61989225102632
"313",5.15777354406233
"314",5.38963465416294
"315",1.98849157522381
"316",1.66369149962361
"317",2.63154022988862
"318",2.62690573964639
"319",4.73738855008549
"320",4.45470934175018
"321",5.77668132830334
"322",4.19498558822814
"323",3.65538737786042
"324",5.61267663514805
"325",4.77570936361247
"326",4.70427912561433
"327",5.07215421601982
"328",3.78586923031409
"329",4.36363106391217
"330",5.08356378657411
"331",2.04772384283653
"332",4.01551017861606
"333",3.12901907996219
"334",3.09906578508909
"335",3.22388793236578
"336",4.36143075115401
"337",3.98265068773565
"338",2.88180464020128
"339",4.58669137484252
"340",4.48619500992403
"341",4.47389445579668
"342",4.36142745289176
"343",5.21768364371144
"344",3.32688303986845
"345",3.40115175816265
"346",4.73587314651181
"347",4.60173965147488
"348",5.10889193968728
"349",3.98860940161393
"350",4.60503596068712
"351",5.12352815317424
"352",3.29463794628996
"353",5.76247207167883
"354",3.26997930450514
"355",2.36584237321824
"356",3.8760062200764
"357",4.20413947030642
"358",3.31676078057139
"359",2.98363772829916
"360",3.32856583436621
"361",5.12186281570044
"362",1.89933629501566
"363",1.90912814041796
"364",2.70889998987982
"365",5.07199151952253
"366",4.8948701520835
"367",3.15736770109889
"368",4.04629749227415
"369",4.62336814870254
"370",4.48509195186874
"371",4.53194447340168
"372",4.19742268076406
"373",4.32656678446289
"374",2.55976800848981
"375",6.11470907987023
"376",3.81532768677988
"377",4.49210432752908
"378",2.63867301443658
"379",3.63478244209612
"380",4.7561265592095
"381",4.14650280851619
"382",4.26194724850615
"383",2.69384095627565
"384",4.49216403244383
"385",3.48889599932096
"386",2.33942545861401
"387",4.62237637086629
"388",4.01573101128227
"389",3.26611287403562
"390",4.27521113796498
"391",2.1412614089905
"392",6.07889036683578
"393",1.63911967279371
"394",4.3271353972959
"395",3.7724772737215
"396",2.81940468588195
"397",4.33042153155968
"398",3.59306521995629
"399",5.52522324018498
"400",2.89681613170001
"401",1.33689257455037
"402",0.552710403069674
"403",-1.05652641739161
"404",-0.190182994643526
"405",-0.909224176086877
"406",-2.00091550631878
"407",1.90897086539068
"408",1.56898020541778
"409",0.140301225311454
"410",-1.42055946460262
"411",0.513066799512409
"412",-0.987461198891432
"413",0.597223916449456
"414",0.867860400604364
"415",0.189257763959423
"416",-0.0693064069135194
"417",1.07625933935365
"418",1.07089132376137
"419",0.421633377427644
"420",-0.12454978063033
"421",0.937192065289507
"422",0.200619126393445
"423",1.44817884292342
"424",-1.28218256537373
"425",-0.084554210547583
"426",1.10161395316682
"427",-0.690699575305395
"428",-1.72541538917727
"429",0.565885692360889
"430",-0.596158417224681
"431",-0.489345024258458
"432",0.768893360822469
"433",2.11461189033211
"434",0.0447809835460714
"435",0.947241069815817
"436",-2.1245087083504
"437",0.0904283264577256
"438",-1.73914879260394
"439",-1.7022883303277
"440",1.40829639529108
"441",0.69816811272235
"442",0.5760854391738
"443",-0.534336060471033
"444",-1.28198635078153
"445",0.429614218440963
"446",-1.12943767906222
"447",2.41976367943378
"448",0.0782761044809724
"449",0.316225234142966
"450",-1.5794002086685
"451",0.518905620032067
"452",1.13539238442515
"453",0.312404463905503
"454",0.05554413008899
"455",1.56545282333373
"456",0.718830766147177
"457",0.634325711079806
"458",1.06590668950288
"459",0.341888554248612
"460",3.14336714054499
"461",0.349950832519039
"462",1.07333545251137
"463",0.916437872494606
"464",0.71765690362959
"465",1.05548502974692
"466",0.350592199470931
"467",-1.93603847989057
"468",-0.800741941084278
"469",2.34293958213089
"470",1.92087838946788
"471",-0.109538639946886
"472",-2.51282078633865
"473",-0.759623633062425
"474",-1.50546286281683
"475",-1.67824570835886
"476",0.950098626350105
"477",0.124953593318981
"478",1.43839197208062
"479",-1.32535121599528
"480",-1.00393459317338
"481",0.642208565811121
"482",1.15655108036238
"483",-0.173573480005486
"484",-0.964569098629924
"485",1.85379901629885
"486",1.68436511079776
"487",1.05731214066179
"488",0.814561626549095
"489",-1.19459693410643
"490",-2.02885658613829
"491",2.12408653976063
"492",0.299219062813124
"493",-0.824643051149339
"494",1.52434567788945
"495",-0.614820405730783
"496",-0.45976066348376
"497",0.443640987583446
"498",-1.39598147444982
"499",-0.502477861628173
"500",-1.06059878223795
"501",1.17460715763047
"502",0.330371459656535
"503",-0.288433220566114
"504",1.32156210264278
"505",-0.0454740273538609
"506",-0.214793901616877
"507",0.13480451241815
"508",-0.644997500085118
"509",0.0570719155291017
"510",0.931184671545328
"511",0.203663452276264
"512",1.62579612344971
"513",-0.593355958720706
"514",-0.308569082055948
"515",1.33644832852931
"516",-1.20646409452483
"517",-1.40888180770124
"518",0.644424623754144
"519",-0.408867428984605
"520",-0.979236369824986
"521",-0.927231216419259
"522",0.79270411853512
"523",-0.68909903597529
"524",-0.0416516404215562
"525",-0.785618777019648
"526",0.4344554586641
"527",-0.665566901846607
"528",0.449936130069846
"529",-0.548040463452155
"530",1.85693691208123
"531",0.40207812111575
"532",-1.86460318556058
"533",1.37493052047263
"534",-0.0746035055403732
"535",0.22779389971164
"536",1.38865619323333
"537",0.405822127350406
"538",2.56136759868205
"539",-0.526334569793747
"540",0.352407393770692
"541",0.475161141291331
"542",0.791905108509305
"543",0.831271029700769
"544",0.548697929846243
"545",-1.24227498092802
"546",-0.413370331843489
"547",0.0710386853613732
"548",-0.494271818071687
"549",0.322143267993693
"550",-0.796429134375704
"551",0.907116281386659
"552",0.207539150347981
"553",0.547842405004734
"554",-0.22169528429994
"555",-0.681797182178005
"556",1.45985706973908
"557",-0.862507887588664
"558",-0.800383855157766
"559",-0.68514196580317
"560",1.82132263410678
"561",-0.104744220596189
"562",1.11147452679476
"563",-1.02752209427414
"564",-0.424123583125695
"565",-0.159149418177784
"566",0.658170841972663
"567",-0.303464556482093
"568",0.696562801882666
"569",0.112772261493095
"570",0.180256561398902
"571",2.1212044307174
"572",-0.67724515768195
"573",0.975279636884236
"574",1.09733861872641
"575",1.66738580380783
"576",0.324119853477316
"577",0.250784954668287
"578",0.153309143680586
"579",0.715229305996022
"580",0.610541619161322
"581",-0.281816891217829
"582",0.885998134265093
"583",0.594126927122837
"584",0.700118281593645
"585",2.81491279503349
"586",0.277078099153463
"587",-0.513741244477688
"588",0.422214152789072
"589",-0.265564340886777
"590",-0.770354222150151
"591",-0.376500645612233
"592",0.110222930784873
"593",0.972561427059444
"594",0.356994016994474
"595",-0.824167316178698
"596",-0.155630678991287
"597",-1.52971660161298
"598",-0.202227510837209
"599",-1.31151722791159
"600",-1.39007893871245
"601",0.962138141645872
"602",-0.17813477901026
"603",0.00328960117506923
"604",0.511615165517015
"605",-0.456060688239042
"606",-0.21090411916793
"607",-0.572554868573356
"608",-0.353336222838735
"609",-1.0496560241288
"610",0.7883855209797
"611",0.619231580144126
"612",-0.785768492164587
"613",1.78160405193807
"614",-0.249928557425748
"615",-0.301097396588297
"616",-1.49933210991998
"617",0.0342053478098827
"618",-0.911047222176761
"619",0.351385587315867
"620",0.195414362215204
"621",0.859629926713806
"622",-0.674155138589608
"623",-1.66258565149713
"624",0.390045780841936
"625",0.441365682409681
"626",1.28396592434211
"627",-0.163185801701405
"628",0.499569043121688
"629",0.460144067064487
"630",-0.476282040022087
"631",-1.55664239038557
"632",-0.689022539113182
"633",0.148407389086632
"634",0.135429490904212
"635",-1.37234184047492
"636",-0.0931036773678838
"637",-1.11820793439463
"638",0.744827357549737
"639",0.0776825859578852
"640",-0.499928792474106
"641",0.611743478942702
"642",-0.869034775516044
"643",1.16615799034312
"644",-0.769731638856476
"645",-1.80724436689568
"646",-0.917465740651156
"647",-0.356456664570957
"648",-0.176553706785467
"649",-0.799311276346493
"650",-0.392796425823479
"651",0.273725082324397
"652",0.258141982501913
"653",0.110412063687764
"654",-0.915161122522455
"655",0.212936649900559
"656",1.40333534124712
"657",-0.808434808833702
"658",1.91953356242643
"659",0.865668884307897
"660",-1.2639077211064
"661",-0.956625877294363
"662",-0.303370061193043
"663",-0.00220360490056386
"664",-0.913071354975655
"665",-0.649643176443167
"666",0.376311077588093
"667",0.2779963826487
"668",-0.754720890372454
"669",-0.473084717719469
"670",-0.91395042710506
"671",-2.60329970942661
"672",-0.593467498200933
"673",-0.638979894573173
"674",-0.105916956315576
"675",-0.980291154529057
"676",0.476235459637523
"677",-1.41239128440147
"678",1.63100315238839
"679",-1.12798588227457
"680",0.438451089522611
"681",1.90065023437915
"682",-0.700760424199841
"683",-0.3717393835228
"684",-0.678503248030561
"685",0.101451284461551
"686",0.553279834051488
"687",-1.52222099582696
"688",-1.02154930182434
"689",-1.39068213766217
"690",0.433339795920382
"691",0.369698592138803
"692",-0.709493645627637
"693",-1.01894940268142
"694",-1.64074625333368
"695",0.682710512141664
"696",-0.751876713541874
"697",0.716236911745028
"698",1.99500140843909
"699",1.34613637848412
"700",-0.826907119029068
"701",1.13846516751087
"702",-0.670743488970344
"703",0.28830533745626
"704",0.163840249645937
"705",0.543705814431928
"706",0.0089607826965823
"707",0.29143972911296
"708",0.632100222998882
"709",-2.12229472459214
"710",-0.273116168728087
"711",0.379269650648216
"712",0.207411582705335
"713",0.130075482647751
"714",1.7290152298527
"715",-0.131777383691539
"716",0.0901800389952223
"717",-0.122655944893569
"718",2.34798597248153
"719",-0.62236219518714
"720",1.09608012991909
"721",1.13795870017689
"722",-0.740714885875294
"723",1.23768243980547
"724",0.589619597581652
"725",1.00741836369821
"726",-1.75300650648146
"727",-0.773431753710342
"728",-0.386735295761461
"729",0.188347531556599
"730",-0.0619437868449765
"731",-0.148388226122151
"732",0.599105401299345
"733",0.913847832792144
"734",1.6666000600483
"735",0.603637972396393
"736",-1.16201140949401
"737",-1.37223198751365
"738",1.33404139102141
"739",-0.393542558040908
"740",0.353585138470633
"741",0.400055481683396
"742",0.666740074189319
"743",-0.420241256035585
"744",-0.328174632770276
"745",0.437923476479789
"746",-0.784044326886472
"747",-0.226837232126531
"748",-0.582210315071111
"749",-1.098110347489
"750",0.162352442701946
"751",0.450619475819499
"752",0.0982995234973026
"753",0.334055561690702
"754",-0.0903722507191762
"755",-0.175437620600107
"756",-1.57072135945584
"757",1.21159302733537
"758",1.45793829178585
"759",0.865075477914802
"760",0.589875474734274
"761",0.0828203415601401
"762",-0.403684784749441
"763",0.193777916274814
"764",-0.553142679203068
"765",0.70346433981999
"766",0.397668729642592
"767",0.0100055504835981
"768",-0.255537690151586
"769",0.301799212469126
"770",0.723584081288875
"771",1.4151701539861
"772",-1.37337950574091
"773",-0.599548070268292
"774",1.71015618024855
"775",-0.163937529099855
"776",1.60460144055646
"777",-0.798674754667866
"778",1.18037424884885
"779",-0.859589831327811
"780",-0.86974967242439
"781",0.295584565295028
"782",-0.274837917019254
"783",-1.11238074519984
"784",-1.10611190648605
"785",0.308028588983761
"786",-1.08568792211512
"787",1.01683942966976
"788",1.29398257664835
"789",-1.20692916422951
"790",-1.74997090694174
"791",-2.19522755244751
"792",0.780089945806557
"793",-1.08546476672529
"794",1.01612857543453
"795",-0.21040661077906
"796",-1.33866666877921
"797",-0.876139679397935
"798",0.0471728881584331
"799",2.01695237231075
"800",0.372699001110427
"801",-1.6052616945547
"802",-0.502498190880453
"803",-1.19585751127871
"804",-1.07106761838661
"805",0.746186691683718
"806",-0.4368864392622
"807",1.0773673979075
"808",0.242787141011941
"809",0.0502175790369059
"810",1.65370384711672
"811",-0.53234553716766
"812",0.328211871695012
"813",3.41647963148868
"814",-0.355465543019887
"815",1.7878732065856
"816",-1.58546493406004
"817",0.275251452873106
"818",-0.547213057116963
"819",-1.52261758911053
"820",-0.618572575147978
"821",2.32535602456433
"822",-0.192186366221646
"823",-0.565063549598176
"824",1.05359111761991
"825",-0.694593884821713
"826",0.236081155565421
"827",0.280173237380633
"828",-0.419020513903701
"829",-0.376240896802631
"830",1.6652590842375
"831",-0.160320587403204
"832",2.17511139283258
"833",-0.203152577736868
"834",-0.247882856140366
"835",-0.611883510171499
"836",-2.88600962162837
"837",-1.89957018444374
"838",-0.0961985833692973
"839",-0.739266964894953
"840",1.56185578404671
"841",0.334822148646897
"842",-0.502350384271519
"843",1.03431828395586
"844",-0.722867698333107
"845",0.168764618334694
"846",0.642201206517987
"847",0.0416490852786041
"848",-0.230570148757434
"849",-0.270599670851155
"850",-0.378701840902118
"851",1.46617366021818
"852",0.01393392391971
"853",-0.91914668761788
"854",-0.530781706964681
"855",-1.01806033147819
"856",0.435593993248884
"857",-0.291712736262641
"858",0.285904017082331
"859",0.307752035176159
"860",-3.04804395911092
"861",-0.883354183811667
"862",2.15439978823545
"863",0.199163664519006
"864",-0.141742141067295
"865",0.524303348527577
"866",0.561457640786049
"867",-1.32089325501489
"868",0.00755648233259704
"869",0.728584105000402
"870",0.233169871578428
"871",-0.246930258730957
"872",-0.220118706071471
"873",-1.04260030271671
"874",-0.32465251776287
"875",0.400801355984587
"876",-0.671064291550229
"877",0.0287482385420989
"878",0.246282767538921
"879",0.950828979455004
"880",-1.60566724048771
"881",0.129331169930479
"882",1.00302243227306
"883",0.326812662182349
"884",-1.86529656396302
"885",-0.0947885069990784
"886",1.28033508711645
"887",-0.994265453198585
"888",0.151567422384869
"889",-0.722942676238667
"890",1.04570767710836
"891",1.16140612730521
"892",0.296568866813092
"893",0.499585197359983
"894",-0.116393410234991
"895",2.17934066366587
"896",1.02279214630286
"897",-1.32500877368955
"898",-1.37359301844187
"899",-0.0124589907086991
"900",-0.33612630692705
"901",0.24200765718815
"902",-0.42043513445934
"903",-0.556190247425777
"904",0.968304538158962
"905",0.917124826514065
"906",0.701998825601604
"907",-0.026704941597573
"908",0.837334467653709
"909",-1.55986415304417
"910",-1.3620265540721
"911",1.17516744230751
"912",-0.446880684147367
"913",0.28716645831016
"914",1.82820673797694
"915",-0.411263694047498
"916",-1.04363679497999
