Index,Arduino_CUSUM
1,4.122827529907227
2,4.699882507324219
3,5.99956750869751
4,6.957069396972656
5,7.538173675537109
6,7.32676887512207
7,7.87014102935791
8,8.27807331085205
9,9.047650337219238
10,9.576970100402832
11,10.098959922790527
12,10.502668380737305
13,11.03361701965332
14,11.54022216796875
15,11.424973487854004
16,12.307000160217285
17,12.96985149383545
18,13.511781692504883
19,13.799348831176758
20,14.417658805847168
21,14.79165267944336
22,15.191954612731934
23,15.325098991394043
24,16.046791076660156
25,16.461050033569336
26,17.233028411865234
27,17.94834327697754
28,18.325836181640625
29,18.80600929260254
30,19.474533081054688
31,19.718833923339844
32,20.084627151489258
33,20.37041473388672
34,20.754199981689453
35,21.105989456176758
36,21.617630004882812
37,22.02500343322754
38,22.182567596435547
39,22.57762336730957
40,22.74273109436035
41,22.855056762695312
42,23.27003288269043
43,23.373266220092773
44,23.7077693939209
45,23.866146087646484
46,24.360071182250977
47,24.74233627319336
48,24.95685386657715
49,25.343708038330078
50,25.67228126525879
51,25.7707462310791
52,26.005340576171875
53,26.13724708557129
54,26.459569931030273
55,26.628904342651367
56,26.853607177734375
57,26.9416446685791
58,27.06707763671875
59,27.33724021911621
60,27.45655059814453
61,27.687477111816406
62,27.956565856933594
63,28.176538467407227
64,28.3832950592041
65,28.40679931640625
66,28.614700317382812
67,28.631542205810547
68,29.014148712158203
69,29.128877639770508
70,29.38375473022461
71,29.681610107421875
72,29.915319442749023
73,30.307437896728516
74,30.436031341552734
75,30.716337203979492
76,30.82840347290039
77,31.30096435546875
78,31.603139877319336
79,31.78465461730957
80,32.09412384033203
81,32.18111801147461
82,32.56888198852539
83,32.65473175048828
84,32.69614791870117
85,32.904788970947266
86,33.21202850341797
87,33.422786712646484
88,33.55076217651367
89,33.888492584228516
90,34.357391357421875
91,34.35329818725586
92,34.71672821044922
93,34.87062072753906
94,35.17789077758789
95,35.188232421875
96,35.36310577392578
97,35.464637756347656
98,35.614749908447266
99,35.703922271728516
100,35.941680908203125
101,36.26466369628906
102,36.411800384521484
103,36.58545684814453
104,36.66946792602539
105,36.96494674682617
106,37.215389251708984
107,37.25326919555664
108,37.5930061340332
109,37.66961669921875
110,37.7579460144043
111,37.805397033691406
112,37.880374908447266
113,38.037445068359375
114,38.27900695800781
115,38.399932861328125
116,38.569671630859375
117,38.73099899291992
118,39.0296516418457
119,39.432395935058594
120,39.51662826538086
121,39.880008697509766
122,40.2624397277832
123,40.46583938598633
124,40.730159759521484
125,40.74977111816406
126,40.97315216064453
127,41.10272979736328
128,41.26668930053711
129,41.49549102783203
130,41.76700210571289
131,41.93971633911133
132,42.35371017456055
133,42.581539154052734
134,42.737693786621094
135,42.950843811035156
136,43.11508560180664
137,43.19096374511719
138,43.407859802246094
139,43.66316604614258
140,43.867794036865234
141,44.07073974609375
142,44.25433349609375
143,44.497318267822266
144,44.554988861083984
145,44.823463439941406
146,44.91314697265625
147,45.10947799682617
148,45.34285354614258
149,45.529502868652344
150,45.56304931640625
151,45.73106002807617
152,45.92481994628906
153,46.17308044433594
154,46.37941360473633
155,46.59149169921875
156,46.850067138671875
157,46.95387649536133
158,47.06501007080078
159,47.22650146484375
160,47.41623306274414
161,47.693084716796875
162,47.782814025878906
163,47.87187194824219
164,48.095298767089844
165,48.222415924072266
166,48.364498138427734
167,48.57263946533203
168,48.68183517456055
169,48.782127380371094
170,48.919864654541016
171,49.04656982421875
172,49.14960861206055
173,49.37689971923828
174,49.49583435058594
175,49.65812683105469
176,49.82548522949219
177,49.83534240722656
178,50.01878356933594
179,50.292274475097656
180,50.44646453857422
181,50.540992736816406
182,50.79773712158203
183,50.97218322753906
184,51.20454025268555
185,51.37459945678711
186,51.57491683959961
187,51.83866882324219
188,52.04124069213867
189,52.221675872802734
190,52.32162857055664
191,52.517051696777344
192,52.63650131225586
193,52.95232009887695
194,53.128273010253906
195,53.217857360839844
196,53.49089431762695
197,53.605464935302734
198,53.63560104370117
199,53.70647430419922
200,53.85844421386719
201,53.97492599487305
202,54.15739440917969
203,54.288536071777344
204,54.29925537109375
205,54.42588424682617
206,54.703670501708984
207,54.81845474243164
208,54.92243576049805
209,55.06059646606445
210,55.327945709228516
211,55.41081237792969
212,55.61370849609375
213,55.7150764465332
214,55.83711242675781
215,55.957035064697266
216,56.15870666503906
217,56.34754180908203
218,56.56953811645508
219,56.790260314941406
220,57.08879089355469
221,57.237369537353516
222,57.20024871826172
223,57.3052864074707
224,57.393653869628906
225,57.515995025634766
226,57.74044418334961
227,57.8431282043457
228,57.92910385131836
229,58.106285095214844
230,58.29773712158203
231,58.422786712646484
232,58.59348678588867
233,58.769874572753906
234,58.93687438964844
235,59.038448333740234
236,59.230743408203125
237,59.214630126953125
238,59.39796447753906
239,59.566471099853516
240,59.84809875488281
241,60.0062141418457
242,60.153621673583984
243,60.37511444091797
244,60.56456756591797
245,60.70335388183594
246,60.84084701538086
247,60.98904037475586
248,61.05504608154297
249,61.277339935302734
250,61.37912368774414
251,61.497318267822266
252,61.681758880615234
253,61.79276657104492
254,61.923553466796875
255,62.163700103759766
256,62.25850296020508
257,62.38055419921875
258,62.61777877807617
259,62.73175811767578
260,62.83161926269531
261,62.985313415527344
262,63.162384033203125
263,63.25544738769531
264,63.38247299194336
265,63.51035690307617
266,63.5827522277832
267,63.719886779785156
268,63.96668243408203
269,64.16018676757812
270,64.24765014648438
271,64.40581512451172
272,64.52468872070312
273,64.6489486694336
274,64.84046936035156
275,65.014404296875
276,65.20893096923828
277,65.37277221679688
278,65.45501708984375
279,65.55693054199219
280,65.61267852783203
281,65.7864761352539
282,66.00758361816406
283,66.03707885742188
284,66.17571258544922
285,66.3419189453125
286,66.461181640625
287,66.54166412353516
288,66.61024475097656
289,66.82489776611328
290,66.9443130493164
291,67.15225982666016
292,67.24363708496094
293,67.45758819580078
294,67.62393188476562
295,67.7577133178711
296,67.96306610107422
297,68.0718002319336
298,68.18077087402344
299,68.31207275390625
300,68.4374008178711
301,68.55964660644531
302,68.67967224121094
303,68.75751495361328
304,68.94853973388672
305,69.02751922607422
306,69.11146545410156
307,69.18883514404297
308,69.4227066040039
309,69.58802032470703
310,69.75591278076172
311,69.76495361328125
312,69.87218475341797
313,70.07403564453125
314,70.28987121582031
315,70.29661560058594
316,70.28368377685547
317,70.33029174804688
318,70.37673950195312
319,70.55220794677734
320,70.7102279663086
321,70.9486312866211
322,71.09043884277344
323,71.19934844970703
324,71.42701721191406
325,71.60363006591797
326,71.77571868896484
327,71.9698715209961
328,72.08610534667969
329,72.23714447021484
330,72.43142700195312
331,72.44281005859375
332,72.57266235351562
333,72.64921569824219
334,72.72403717041016
335,72.80638885498047
336,72.9568099975586
337,73.08447265625
338,73.14639282226562
339,73.30999755859375
340,73.46747589111328
341,73.62406921386719
342,73.77385711669922
343,73.97432708740234
344,74.0625228881836
345,74.15514373779297
346,74.32667541503906
347,74.49012756347656
348,74.68334197998047
349,74.81034851074219
350,74.97356414794922
351,75.1671142578125
352,75.2530746459961
353,75.48381042480469
354,75.56822967529297
355,75.59976959228516
356,75.71973419189453
357,75.85882568359375
358,75.9460678100586
359,76.01393127441406
360,76.10194396972656
361,76.29425048828125
362,76.29918670654297
363,76.30491638183594
364,76.35719299316406
365,76.54637145996094
366,76.72512817382812
367,76.80333709716797
368,76.93289184570312
369,77.09565734863281
370,77.25033569335938
371,77.40760040283203
372,77.54551696777344
373,77.6907730102539
374,77.73462677001953
375,77.98225402832031
376,78.09799194335938
377,78.25238800048828
378,78.30082702636719
379,78.40621185302734
380,78.57550048828125
381,78.70994567871094
382,78.85089874267578
383,78.90265655517578
384,79.05662536621094
385,79.15357971191406
386,79.1854248046875
387,79.34663391113281
388,79.47342681884766
389,79.55781555175781
390,79.69921112060547
391,79.72019958496094
392,79.9631576538086
393,79.95600128173828
394,80.10018157958984
395,80.21312713623047
396,80.2725830078125
397,80.41683959960938
398,80.51970672607422
399,80.73069763183594
400,80.79457092285156
401,80.7713851928711
402,80.70468139648438
403,80.54859161376953
404,80.44124603271484
405,80.29427337646484
406,80.08708190917969
407,80.09761810302734
408,80.08944702148438
409,80.00228118896484
410,79.82901000976562
411,79.76323699951172
412,79.61482238769531
413,79.55438232421875
414,79.5091781616211
415,79.42681884765625
416,79.3305435180664
417,79.29768371582031
418,79.26476287841797
419,79.1964111328125
420,79.09837341308594
421,79.05892181396484
422,78.97933959960938
423,78.96839141845703
424,78.80827331542969
425,78.71406555175781
426,78.68497467041016
427,78.55831146240234
428,78.37561798095703
429,78.31822967529297
430,78.19786834716797
431,78.08368682861328
432,78.0382308959961
433,78.06609344482422
434,77.98179626464844
435,77.94671630859375
436,77.74551391601562
437,77.66465759277344
438,77.48518371582031
439,77.30815887451172
440,77.29949951171875
441,77.25271606445312
442,77.19959259033203
443,77.08692169189453
444,76.93437194824219
445,76.87423706054688
446,76.7306137084961
447,76.77789306640625
448,76.69966888427734
449,76.63447570800781
450,76.4680404663086
451,76.41429901123047
452,76.39376068115234
453,76.32943725585938
454,76.25165557861328
455,76.25469207763672
456,76.21275329589844
457,76.1665267944336
458,76.14350128173828
459,76.08216094970703
460,76.169921875
461,76.10938262939453
462,76.08747100830078
463,76.05741882324219
464,76.01703643798828
465,75.9947509765625
466,75.93534851074219
467,75.75534057617188
468,75.63569641113281
469,75.68228912353516
470,75.70671844482422
471,75.6242446899414
472,75.41548156738281
473,75.29942321777344
474,75.14446258544922
475,74.98078918457031
476,74.95550537109375
477,74.88710021972656
478,74.88780975341797
479,74.74385070800781
480,74.6170654296875
481,74.57672882080078
482,74.5634765625
483,74.48088836669922
484,74.35726165771484
485,74.38098907470703
486,74.39598083496094
487,74.37842559814453
488,74.34839630126953
489,74.2140121459961
490,74.03656768798828
491,74.07528686523438
492,74.01932525634766
493,73.9052734375
494,73.91329956054688
495,73.81060791015625
496,73.71621704101562
497,73.66883087158203
498,73.52651977539062
499,73.43070220947266
500,73.30632781982422
501,73.2975845336914
502,73.24544525146484
503,73.16162109375
504,73.16095733642578
505,73.09004974365234
506,73.01066589355469
507,72.94947052001953
508,72.84843444824219
509,72.78370666503906
510,72.76402282714844
511,72.70718383789062
512,72.72342681884766
513,72.62612915039062
514,72.54365539550781
515,72.5455322265625
516,72.41758728027344
517,72.27957916259766
518,72.24667358398438
519,72.16020202636719
520,72.04489135742188
521,71.93247985839844
522,71.90791320800781
523,71.80809783935547
524,71.74144744873047
525,71.6371841430664
526,71.59513854980469
527,71.4974365234375
528,71.45655059814453
529,71.365234375
530,71.39600372314453
531,71.35318756103516
532,71.19583129882812
533,71.2026138305664
534,71.13624572753906
535,71.08534240722656
536,71.09323120117188
537,71.05162811279297
538,71.11888122558594
539,71.03057098388672
540,70.98673248291016
541,70.9492416381836
542,70.92784118652344
543,70.90855407714844
544,70.87521362304688
545,70.7520751953125
546,70.67079162597656
547,70.614013671875
548,70.52906799316406
549,70.48524475097656
550,70.38556671142578
551,70.37136840820312
552,70.32230377197266
553,70.29041290283203
554,70.22022247314453
555,70.12724304199219
556,70.14136505126953
557,70.03973388671875
558,69.94141387939453
559,69.84906005859375
560,69.8817367553711
561,69.81861877441406
562,69.81617736816406
563,69.7074966430664
564,69.6290283203125
565,69.56390380859375
566,69.53953552246094
567,69.46757507324219
568,69.44538879394531
569,69.39441680908203
570,69.346923828125
571,69.39569091796875
572,69.3060302734375
573,69.29829406738281
574,69.29669952392578
575,69.32337951660156
576,69.28380584716797
577,69.24075317382812
578,69.19304656982422
579,69.17318725585938
580,69.14830017089844
581,69.07958221435547
582,69.06851959228516
583,69.04322052001953
584,69.02325439453125
585,69.10736083984375
586,69.06680297851562
587,68.987548828125
588,68.95441436767578
589,68.8876724243164
590,68.79634857177734
591,68.7245101928711
592,68.67668914794922
593,68.67122650146484
594,68.6357421875
595,68.5426254272461
596,68.48238372802734
597,68.35514831542969
598,68.29296875
599,68.17678833007812
600,68.0569839477539
601,68.05211639404297
602,67.99176025390625
603,67.9404067993164
604,67.91394805908203
605,67.84049987792969
606,67.77913665771484
607,67.70034790039062
608,67.63237762451172
609,67.5307388305664
610,67.51853942871094
611,67.49825286865234
612,67.40989685058594
613,67.44623565673828
614,67.38414764404297
615,67.31973266601562
616,67.19742584228516
617,67.1495590209961
618,67.05609893798828
619,67.02388000488281
620,66.98423767089844
621,66.97681427001953
622,66.89540100097656
623,66.76642608642578
624,66.7367172241211
625,66.70960235595703
626,66.72323608398438
627,66.66719055175781
628,66.64321899414062
629,66.6174545288086
630,66.5467300415039
631,66.42416381835938
632,66.34353637695312
633,66.30331420898438
634,66.26258850097656
635,66.14956665039062
636,66.09814453125
637,65.9976577758789
638,65.98673248291016
639,65.94389343261719
640,65.87349700927734
641,65.85651397705078
642,65.76869201660156
643,65.77848052978516
644,65.6957015991211
645,65.56343841552734
646,65.47392272949219
647,65.411376953125
648,65.3575668334961
649,65.27413940429688
650,65.21026611328125
651,65.1783447265625
652,65.14578247070312
653,65.10629272460938
654,65.01802825927734
655,64.9836654663086
656,65.00611114501953
657,64.92332458496094
658,64.97051239013672
659,64.96761322021484
660,64.863525390625
661,64.77420806884766
662,64.7160873413086
663,64.67239379882812
664,64.58556365966797
665,64.51139068603516
666,64.48603057861328
667,64.45610809326172
668,64.37732696533203
669,64.31202697753906
670,64.22598266601562
671,64.0600814819336
672,63.9895133972168
673,63.91693115234375
674,63.86970138549805
675,63.78123092651367
676,63.76176452636719
677,63.65314483642578
678,63.688446044921875
679,63.59352111816406
680,63.57268524169922
681,63.620933532714844
682,63.5465202331543
683,63.48775100708008
684,63.41464614868164
685,63.378421783447266
686,63.36357879638672
687,63.251094818115234
688,63.16233825683594
689,63.05635070800781
690,63.036312103271484
691,63.01337432861328
692,62.939796447753906
693,62.851806640625
694,62.7347412109375
695,62.7269401550293
696,62.651878356933594
697,62.64583206176758
698,62.699859619140625
699,62.72349548339844
700,62.645320892333984
701,62.65937423706055
702,62.58873748779297
703,62.56313705444336
704,62.53179931640625
705,62.51833724975586
706,62.479942321777344
707,62.45485305786133
708,62.4457893371582
709,62.30805206298828
710,62.25688552856445
711,62.23630905151367
712,62.207786560058594
713,62.175750732421875
714,62.21842956542969
715,62.17433547973633
716,62.14070129394531
717,62.097232818603516
718,62.169029235839844
719,62.10244369506836
720,62.11602020263672
721,62.131614685058594
722,62.05980682373047
723,62.080196380615234
724,62.07048797607422
725,62.080299377441406
726,61.96180725097656
727,61.888999938964844
728,61.83428192138672
729,61.80638122558594
730,61.76694869995117
731,61.723594665527344
732,61.71503448486328
733,61.721153259277344
734,61.762271881103516
735,61.75413131713867
736,61.66420364379883
737,61.56465530395508
738,61.590641021728516
739,61.536643981933594
740,61.51736068725586
741,61.500301361083984
742,61.495670318603516
743,61.44081115722656
744,61.39031219482422
745,61.375343322753906
746,61.303951263427734
747,61.258426666259766
748,61.19657516479492
749,61.11098861694336
750,61.083736419677734
751,61.06987762451172
752,61.03982925415039
753,61.020755767822266
754,60.982177734375
755,60.93975830078125
756,60.833091735839844
757,60.85481643676758
758,60.88795471191406
759,60.893829345703125
760,60.887088775634766
761,60.8570671081543
762,60.80472946166992
763,60.77998733520508
764,60.72095489501953
765,60.7198371887207
766,60.7047233581543
767,60.67185592651367
768,60.626861572265625
769,60.607574462890625
770,60.607749938964844
771,60.6397590637207
772,60.54374694824219
773,60.48337936401367
774,60.52914810180664
775,60.48894119262695
776,60.529972076416016
777,60.46079635620117
778,60.48249435424805
779,60.41070556640625
780,60.33855056762695
781,60.31990432739258
782,60.27519989013672
783,60.19220733642578
784,60.10961151123047
785,60.09186935424805
786,60.01039123535156
787,60.02526092529297
788,60.0528678894043
789,59.96611022949219
790,59.8546142578125
791,59.72287368774414
792,59.727291107177734
793,59.64649200439453
794,59.661842346191406
795,59.6212043762207
796,59.529109954833984
797,59.458251953125
798,59.42963409423828
799,59.491031646728516
800,59.477413177490234
801,59.37360382080078
802,59.32021713256836
803,59.23529052734375
804,59.156150817871094
805,59.159969329833984
806,59.10991287231445
807,59.128963470458984
808,59.11003875732422
809,59.082401275634766
810,59.12788391113281
811,59.07386016845703
812,59.059104919433594
813,59.18500900268555
814,59.13924026489258
815,59.19108963012695
816,59.089508056640625
817,59.072669982910156
818,59.018489837646484
819,58.9200439453125
820,58.86280059814453
821,58.939456939697266
822,58.9017333984375
823,58.847145080566406
824,58.866172790527344
825,58.805850982666016
