"","x"
"1",4.52058907291852
"2",2.92030923764772
"3",4.13923811501927
"4",3.91525121505142
"5",3.3333603847154
"6",1.48391096799054
"7",3.26485320254332
"8",2.97987773686491
"9",4.11355444129731
"10",3.52620901815991
"11",3.59178529566207
"12",3.26956672140639
"13",3.77856340059383
"14",3.77418347557105
"15",1.4531185538717
"16",5.34700149929703
"17",4.61640814584997
"18",4.21756433830789
"19",3.19528116959974
"20",4.68974677762582
"21",3.67132798590976
"22",3.83531842307416
"23",2.6079711202287
"24",5.46582476120139
"25",4.04820680822544
"26",5.90808383464199
"27",5.73094452723732
"28",4.0581458372593
"29",4.64532816177517
"30",5.7256289865063
"31",3.47103308254375
"32",4.16639202561255
"33",3.74527642523605
"34",4.33278235943791
"35",4.18243281282763
"36",5.164593749518
"37",4.59349285072787
"38",3.10822027078263
"39",4.5772533103574
"40",3.17509441894196
"41",2.84274614237656
"42",4.77799877400621
"43",2.79577821402693
"44",4.30671410214768
"45",3.16634145935794
"46",5.41814116350375
"47",4.71178611785072
"48",3.59750227713763
"49",4.79936221871451
"50",4.42648443555695
"51",2.83010133006438
"52",3.79379983970698
"53",3.06938969075639
"54",4.44939756579174
"55",3.35519354543769
"56",3.76857731018904
"57",2.76363198855463
"58",3.03904470177698
"59",4.13395628156956
"60",3.00094727703072
"61",3.85852930918679
"62",4.16732989964881
"63",3.80121138732832
"64",3.7087928119079
"65",2.26560296575071
"66",3.7272716682674
"67",2.20007051830318
"68",5.15274097680304
"69",2.996680514408
"70",4.14821004429254
"71",4.51949668074918
"72",4.00543629447576
"73",5.34702083465394
"74",3.152966582704
"75",4.44339801731577
"76",3.02285053167669
"77",6.12449113551361
"78",4.68769896056154
"79",3.6566317798196
"80",4.78516947267395
"81",2.84442253922948
"82",5.5089163463927
"83",2.84450383974264
"84",2.44318818979332
"85",3.94475207477644
"86",4.84919316270271
"87",3.98890327749634
"88",3.23968616821928
"89",5.17579925167624
"90",6.41444970903476
"91",2.04148723177387
"92",5.4735898934298
"93",3.52511603850127
"94",4.98117098378587
"95",2.17564478046344
"96",3.73938918264773
"97",3.04115468742634
"98",3.50970428993348
"99",2.92270328639934
"100",4.36942591054445
"101",5.21626648113935
"102",3.5061567643859
"103",3.77221527902281
"104",2.88835111295273
"105",4.99583308940962
"106",4.56182889094609
"107",2.43572144348412
"108",5.48107701910531
"109",2.83079484988777
"110",2.94798646253364
"111",2.52815447517098
"112",2.80656307923581
"113",3.65202057530806
"114",4.53282254314942
"115",3.28901142414916
"116",3.8010108623676
"117",3.71862667648154
"118",5.17092627520498
"119",6.28873318592
"120",2.93114338550092
"121",5.90620418856242
"122",6.13179771847887
"123",4.23145636301535
"124",4.8969457378272
"125",2.26120728764848
"126",4.46884794013553
"127",3.45585232680226
"128",3.83458584619155
"129",4.55216656257281
"130",5.0333302116035
"131",3.95382119521645
"132",6.63870731259579
"133",4.58900574922502
"134",3.79762266577079
"135",4.44156013800238
"136",3.89974229791717
"137",2.90659600800889
"138",4.50324733858265
"139",4.94924009111764
"140",4.38280205602231
"141",4.37157821089805
"142",4.15721640165143
"143",4.84793988997537
"144",2.71660734349482
"145",5.1582786080896
"146",3.09089378683401
"147",4.33499070516858
"148",4.77585408191641
"149",4.23714015227601
"150",2.4401298654128
"151",4.02432675118888
"152",4.33463518915829
"153",4.98941099914714
"154",4.5003751135416
"155",4.57690786545545
"156",5.14269094011911
"157",3.29255218557702
"158",3.38144035901887
"159",3.99168580385754
"160",4.33891973395269
"161",5.40540629884683
"162",3.13473014763737
"163",3.12604604337991
"164",4.7743182008249
"165",3.59810975848275
"166",3.78486216946411
"167",4.60525613051401
"168",3.38543231635252
"169",3.27557706857559
"170",3.74305736281822
"171",3.60792726365044
"172",3.31329803825534
"173",4.87584034013082
"174",3.51894201395751
"175",4.0683575908681
"176",4.13702489281585
"177",2.14123148112942
"178",4.34627657136052
"179",5.50163381994693
"180",3.9862618796706
"181",3.22475480248897
"182",5.3111581356762
"183",4.26052455655484
"184",5.01401700762575
"185",4.21559420847465
"186",4.61340462609199
"187",5.44598848106203
"188",4.65808590074518
"189",4.37523449649149
"190",3.32531172406182
"191",4.58048057329627
"192",3.58577066777339
"193",6.18050398539242
"194",4.34285764365026
"195",3.20197533809284
"196",5.64103616625365
"197",3.53999488834875
"198",2.41352901139382
"199",2.95508432592821
"200",4.04165366588576
"201",3.56797362252266
"202",4.4585911476868
"203",3.77064801394068
"204",2.14303779015917
"205",3.71032582701885
"206",5.76714123786919
"207",3.55731710269918
"208",3.41113559799843
"209",3.8794117416471
"210",5.65306128186181
"211",3.12864543137026
"212",4.78066827085778
"213",3.38612213068134
"214",3.67240868869395
"215",3.64478398409845
"216",4.78093407436684
"217",4.60867017178543
"218",5.07617901747348
"219",5.06555765231322
"220",6.16164641282926
"221",4.07045648205229
"222",1.46477478040683
"223",3.45866585527661
"224",3.22406042645885
"225",3.70404458176024
"226",5.15137290542338
"227",3.43111213246848
"228",3.19421365997497
"229",4.49259386184164
"230",4.70075833733224
"231",3.75687470844992
"232",4.41248117692248
"233",4.4981653093588
"234",4.36767911462303
"235",3.4293971308103
"236",4.73881651771437
"237",1.73170867433505
"238",4.61404104005247
"239",4.40363580599992
"240",6.05157932669931
"241",4.263244987215
"242",4.11042118944666
"243",5.1957636212874
"244",4.7333095136331
"245",3.99548830845836
"246",3.97878450040497
"247",4.13850173298157
"248",2.92987293004672
"249",5.23606206697686
"250",3.46018990526458
"251",3.70377108534393
"252",4.68821880334964
"253",3.60099269627213
"254",3.89651514715051
"255",5.52953404059542
"256",3.36536354155117
"257",3.77314541090227
"258",5.5010840927328
"259",3.65753651762137
"260",3.44627244398852
"261",4.25762687069896
"262",4.61312175865246
"263",3.34771263322243
"264",3.86171897091311
"265",3.8763619981308
"266",3.03529478361663
"267",4.01904318401532
"268",5.69169235319906
"269",4.88580907147417
"270",3.27006985451747
"271",4.35188468309801
"272",3.75266910673981
"273",3.83640816827668
"274",4.87236056020825
"275",4.60593821388332
"276",4.92724081261282
"277",4.45804443665121
"278",3.1988859757851
"279",3.50287684700446
"280",2.78703218514561
"281",4.61971259935642
"282",5.3596632579562
"283",2.3789352372862
"284",4.07955949935554
"285",4.51259313730675
"286",3.78089806184912
"287",3.17406130532946
"288",2.98642175588816
"289",5.28206624602831
"290",3.78785550082038
"291",5.18487723662641
"292",3.34938756322771
"293",5.28736727005853
"294",4.53893321566332
"295",4.02554055380391
"296",5.1639475327246
"297",3.63237426788283
"298",3.63663043049862
"299",3.99324663525455
"300",3.89952750113536
"301",3.85140792163888
"302",3.81704724456307
"303",3.14185216234625
"304",4.958159182178
"305",3.1609230581677
"306",3.24027572068832
"307",3.13348518046379
"308",5.65902566868139
"309",4.55694227721052
"310",4.60138612966221
"311",2.03021317889576
"312",3.61989225102632
"313",5.15777354406233
"314",5.38963465416294
"315",1.98849157522381
"316",1.66369149962361
"317",2.63154022988862
"318",2.62690573964639
"319",4.73738855008549
"320",4.45470934175018
"321",5.77668132830334
"322",4.19498558822814
"323",3.65538737786042
"324",5.61267663514805
"325",4.77570936361247
"326",4.70427912561433
"327",5.07215421601982
"328",3.78586923031409
"329",4.36363106391217
"330",5.08356378657411
"331",2.04772384283653
"332",4.01551017861606
"333",3.12901907996219
"334",3.09906578508909
"335",3.22388793236578
"336",4.36143075115401
"337",3.98265068773565
"338",2.88180464020128
"339",4.58669137484252
"340",4.48619500992403
"341",4.47389445579668
"342",4.36142745289176
"343",5.21768364371144
"344",3.32688303986845
"345",3.40115175816265
"346",4.73587314651181
"347",4.60173965147488
"348",5.10889193968728
"349",3.98860940161393
"350",4.60503596068712
"351",5.12352815317424
"352",3.29463794628996
"353",5.76247207167883
"354",3.26997930450514
"355",2.36584237321824
"356",3.8760062200764
"357",4.20413947030642
"358",3.31676078057139
"359",2.98363772829916
"360",3.32856583436621
"361",5.12186281570044
"362",1.89933629501566
"363",1.90912814041796
"364",2.70889998987982
"365",5.07199151952253
"366",4.8948701520835
"367",3.15736770109889
"368",4.04629749227415
"369",4.62336814870254
"370",4.48509195186874
"371",4.53194447340168
"372",4.19742268076406
"373",4.32656678446289
"374",2.55976800848981
"375",6.11470907987023
"376",3.81532768677988
"377",4.49210432752908
"378",2.63867301443658
"379",3.63478244209612
"380",4.7561265592095
"381",4.14650280851619
"382",4.26194724850615
"383",2.69384095627565
"384",4.49216403244383
"385",3.48889599932096
"386",2.33942545861401
"387",4.62237637086629
"388",4.01573101128227
"389",3.26611287403562
"390",4.27521113796498
"391",2.1412614089905
"392",6.07889036683578
"393",1.63911967279371
"394",4.3271353972959
"395",3.7724772737215
"396",2.81940468588195
"397",4.33042153155968
"398",3.59306521995629
"399",5.52522324018498
"400",2.89681613170001
"401",1.33689257455037
"402",0.552710403069674
"403",-1.05652641739161
"404",-0.190182994643526
"405",-0.909224176086877
"406",-2.00091550631878
"407",1.90897086539068
"408",1.56898020541778
"409",0.140301225311454
"410",-1.42055946460262
"411",0.513066799512409
"412",-0.987461198891432
"413",0.597223916449456
"414",0.867860400604364
"415",0.189257763959423
"416",-0.0693064069135194
"417",1.07625933935365
"418",1.07089132376137
"419",0.421633377427644
"420",-0.12454978063033
"421",0.937192065289507
"422",0.200619126393445
"423",1.44817884292342
"424",-1.28218256537373
"425",-0.084554210547583
"426",1.10161395316682
"427",-0.690699575305395
"428",-1.72541538917727
"429",0.565885692360889
"430",-0.596158417224681
"431",-0.489345024258458
"432",0.768893360822469
"433",2.11461189033211
"434",0.0447809835460714
"435",0.947241069815817
"436",-2.1245087083504
"437",0.0904283264577256
"438",-1.73914879260394
"439",-1.7022883303277
"440",1.40829639529108
"441",0.69816811272235
"442",0.5760854391738
"443",-0.534336060471033
"444",-1.28198635078153
"445",0.429614218440963
"446",-1.12943767906222
"447",2.41976367943378
"448",0.0782761044809724
"449",0.316225234142966
"450",-1.5794002086685
"451",0.518905620032067
"452",1.13539238442515
"453",0.312404463905503
"454",0.05554413008899
"455",1.56545282333373
"456",0.718830766147177
"457",0.634325711079806
"458",1.06590668950288
"459",0.341888554248612
"460",3.14336714054499
"461",0.349950832519039
"462",1.07333545251137
"463",0.916437872494606
"464",0.71765690362959
"465",1.05548502974692
"466",0.350592199470931
"467",-1.93603847989057
"468",-0.800741941084278
"469",2.34293958213089
"470",1.92087838946788
"471",-0.109538639946886
"472",-2.51282078633865
"473",-0.759623633062425
"474",-1.50546286281683
"475",-1.67824570835886
"476",0.950098626350105
"477",0.124953593318981
"478",1.43839197208062
"479",-1.32535121599528
"480",-1.00393459317338
"481",0.642208565811121
"482",1.15655108036238
"483",-0.173573480005486
"484",-0.964569098629924
"485",1.85379901629885
"486",1.68436511079776
"487",1.05731214066179
"488",0.814561626549095
"489",-1.19459693410643
"490",-2.02885658613829
"491",2.12408653976063
"492",0.299219062813124
"493",-0.824643051149339
"494",1.52434567788945
"495",-0.614820405730783
"496",-0.45976066348376
"497",0.443640987583446
"498",-1.39598147444982
"499",-0.502477861628173
"500",-1.06059878223795
"501",0.520589072918523
"502",-1.07969076235228
"503",0.139238115019273
"504",-0.0847487849485765
"505",-0.666639615284596
"506",-2.51608903200946
"507",-0.735146797456677
"508",-1.02012226313509
"509",0.113554441297307
"510",-0.473790981840095
"511",-0.408214704337928
"512",-0.730433278593614
"513",-0.221436599406174
"514",-0.225816524428951
"515",-2.5468814461283
"516",1.34700149929703
"517",0.616408145849969
"518",0.217564338307888
"519",-0.804718830400263
"520",0.68974677762582
"521",-0.32867201409024
"522",-0.16468157692584
"523",-1.3920288797713
"524",1.46582476120139
"525",0.0482068082254438
"526",1.90808383464199
"527",1.73094452723732
"528",0.0581458372592962
"529",0.645328161775171
"530",1.7256289865063
"531",-0.528966917456246
"532",0.166392025612551
"533",-0.254723574763946
"534",0.332782359437909
"535",0.182432812827635
"536",1.164593749518
"537",0.593492850727868
"538",-0.891779729217369
"539",0.577253310357403
"540",-0.824905581058043
"541",-1.15725385762344
"542",0.777998774006214
"543",-1.20422178597307
"544",0.30671410214768
"545",-0.833658540642056
"546",1.41814116350375
"547",0.711786117850718
"548",-0.402497722862373
"549",0.799362218714509
"550",0.426484435556948
"551",-1.16989866993562
"552",-0.206200160293019
"553",-0.930610309243612
"554",0.449397565791737
"555",-0.644806454562313
"556",-0.231422689810958
"557",-1.23636801144537
"558",-0.960955298223015
"559",0.133956281569561
"560",-0.999052722969284
"561",-0.141470690813213
"562",0.167329899648813
"563",-0.198788612671681
"564",-0.291207188092097
"565",-1.73439703424929
"566",-0.272728331732604
"567",-1.79992948169682
"568",1.15274097680304
"569",-1.003319485592
"570",0.148210044292539
"571",0.519496680749176
"572",0.00543629447576128
"573",1.34702083465394
"574",-0.847033417295996
"575",0.443398017315772
"576",-0.977149468323314
"577",2.12449113551361
"578",0.687698960561541
"579",-0.343368220180396
"580",0.785169472673946
"581",-1.15557746077052
"582",1.5089163463927
"583",-1.15549616025736
"584",-1.55681181020668
"585",-0.0552479252235566
"586",0.849193162702715
"587",-0.0110967225036592
"588",-0.760313831780719
"589",1.17579925167624
"590",2.41444970903476
"591",-1.95851276822613
"592",1.4735898934298
"593",-0.47488396149873
"594",0.981170983785874
"595",-1.82435521953656
"596",-0.260610817352268
"597",-0.95884531257366
"598",-0.490295710066525
"599",-1.07729671360066
"600",0.369425910544446
"601",1.21626648113935
"602",-0.493843235614103
"603",-0.227784720977188
"604",-1.11164888704727
"605",0.995833089409624
"606",0.561828890946087
"607",-1.56427855651588
"608",1.48107701910531
"609",-1.16920515011223
"610",-1.05201353746636
"611",-1.47184552482902
"612",-1.19343692076419
"613",-0.347979424691937
"614",0.532822543149418
"615",-0.710988575850843
"616",-0.198989137632404
"617",-0.281373323518464
"618",1.17092627520498
"619",2.28873318592
"620",-1.06885661449908
"621",1.90620418856242
"622",2.13179771847887
"623",0.231456363015352
"624",0.896945737827196
"625",-1.73879271235152
"626",0.468847940135532
"627",-0.544147673197739
"628",-0.165414153808447
"629",0.552166562572813
"630",1.0333302116035
"631",-0.0461788047835456
"632",2.63870731259579
"633",0.589005749225018
"634",-0.202377334229212
"635",0.441560138002382
"636",-0.100257702082834
"637",-1.09340399199111
"638",0.50324733858265
"639",0.949240091117635
"640",0.382802056022312
"641",0.371578210898053
"642",0.157216401651425
"643",0.847939889975375
"644",-1.28339265650518
"645",1.1582786080896
"646",-0.909106213165988
"647",0.334990705168581
"648",0.775854081916407
"649",0.237140152276008
"650",-1.5598701345872
"651",0.0243267511888821
"652",0.334635189158287
"653",0.989410999147139
"654",0.500375113541597
"655",0.576907865455451
"656",1.14269094011911
"657",-0.707447814422978
"658",-0.618559640981128
"659",-0.0083141961424557
"660",0.338919733952689
"661",1.40540629884683
"662",-0.865269852362635
"663",-0.873953956620092
"664",0.7743182008249
"665",-0.401890241517252
"666",-0.215137830535894
"667",0.605256130514011
"668",-0.614567683647475
"669",-0.724422931424412
"670",-0.256942637181777
"671",-0.392072736349559
"672",-0.686701961744657
"673",0.875840340130818
"674",-0.481057986042492
"675",0.0683575908680962
"676",0.137024892815848
"677",-1.85876851887058
"678",0.34627657136052
"679",1.50163381994693
"680",-0.0137381203294002
"681",-0.77524519751103
"682",1.3111581356762
"683",0.260524556554842
"684",1.01401700762575
"685",0.215594208474653
"686",0.613404626091988
"687",1.44598848106203
"688",0.658085900745181
"689",0.375234496491491
"690",-0.674688275938179
"691",0.580480573296274
"692",-0.414229332226612
"693",2.18050398539242
"694",0.342857643650257
"695",-0.798024661907156
"696",1.64103616625365
"697",-0.460005111651252
"698",-1.58647098860618
"699",-1.04491567407179
"700",0.0416536658857592
"701",-0.43202637747734
"702",0.458591147686799
"703",-0.229351986059321
"704",-1.85696220984083
"705",-0.289674172981153
"706",1.76714123786919
"707",-0.442682897300816
"708",-0.588864402001567
"709",-0.120588258352901
"710",1.65306128186181
"711",-0.871354568629743
"712",0.780668270857782
"713",-0.613877869318662
"714",-0.327591311306049
"715",-0.355216015901553
"716",0.78093407436684
"717",0.608670171785426
"718",1.07617901747348
"719",1.06555765231322
"720",2.16164641282926
"721",0.0704564820522911
"722",-2.53522521959317
"723",-0.541334144723391
"724",-0.775939573541146
"725",-0.295955418239763
"726",1.15137290542338
"727",-0.568887867531516
"728",-0.805786340025032
"729",0.492593861841638
"730",0.700758337332243
"731",-0.243125291550084
"732",0.412481176922476
"733",0.498165309358799
"734",0.367679114623033
"735",-0.5706028691897
"736",0.738816517714368
"737",-2.26829132566495
"738",0.614041040052466
"739",0.40363580599992
"740",2.05157932669931
"741",0.263244987215003
"742",0.110421189446662
"743",1.1957636212874
"744",0.733309513633103
"745",-0.00451169154164245
"746",-0.0212154995950339
"747",0.138501732981574
"748",-1.07012706995328
"749",1.23606206697686
"750",-0.539810094735419
"751",-0.296228914656068
"752",0.688218803349637
"753",-0.399007303727868
"754",-0.103484852849487
"755",1.52953404059542
"756",-0.634636458448834
"757",-0.226854589097728
"758",1.5010840927328
"759",-0.342463482378634
"760",-0.553727556011483
"761",0.257626870698959
"762",0.613121758652457
"763",-0.652287366777574
"764",-0.138281029086895
"765",-0.123638001869199
"766",-0.964705216383371
"767",0.0190431840153162
"768",1.69169235319906
"769",0.885809071474169
"770",-0.729930145482526
"771",0.351884683098013
"772",-0.247330893260195
"773",-0.163591831723322
"774",0.872360560208246
"775",0.605938213883317
"776",0.927240812612819
"777",0.458044436651209
"778",-0.801114024214896
"779",-0.497123152995539
"780",-1.21296781485439
"781",0.619712599356425
"782",1.3596632579562
"783",-1.6210647627138
"784",0.0795594993555375
"785",0.512593137306753
"786",-0.21910193815088
"787",-0.82593869467054
"788",-1.01357824411184
"789",1.28206624602831
"790",-0.212144499179618
"791",1.18487723662641
"792",-0.650612436772287
"793",1.28736727005853
"794",0.538933215663317
"795",0.0255405538039062
"796",1.1639475327246
"797",-0.367625732117171
"798",-0.363369569501376
"799",-0.00675336474544712
"800",-0.100472498864641
"801",-0.14859207836112
"802",-0.182952755436934
"803",-0.85814783765375
"804",0.958159182178004
"805",-0.839076941832303
"806",-0.759724279311683
"807",-0.866514819536214
"808",1.65902566868139
"809",0.556942277210519
"810",0.601386129662215
"811",-1.96978682110424
"812",-0.380107748973682
"813",1.15777354406233
"814",1.38963465416294
"815",-2.01150842477619
"816",-2.33630850037639
"817",-1.36845977011138
"818",-1.37309426035361
"819",0.737388550085491
"820",0.454709341750177
"821",1.77668132830334
"822",0.194985588228136
"823",-0.344612622139577
"824",1.61267663514805
"825",0.775709363612466
"826",0.70427912561433
"827",1.07215421601982
"828",-0.214130769685907
"829",0.363631063912172
"830",1.08356378657411
"831",-1.95227615716347
"832",0.0155101786160552
"833",-0.87098092003781
"834",-0.900934214910906
"835",-0.776112067634224
"836",0.361430751154015
"837",-0.0173493122643544
"838",-1.11819535979872
"839",0.58669137484252
"840",0.486195009924034
"841",0.473894455796676
"842",0.361427452891757
"843",1.21768364371144
"844",-0.673116960131551
"845",-0.598848241837351
"846",0.735873146511805
"847",0.60173965147488
"848",1.10889193968727
"849",-0.0113905983860746
"850",0.605035960687119
"851",1.12352815317424
"852",-0.705362053710043
"853",1.76247207167883
"854",-0.730020695494859
"855",-1.63415762678176
"856",-0.123993779923598
"857",0.204139470306424
"858",-0.68323921942861
"859",-1.01636227170084
"860",-0.671434165633787
"861",1.12186281570044
"862",-2.10066370498434
"863",-2.09087185958204
"864",-1.29110001012018
"865",1.07199151952253
"866",0.894870152083501
"867",-0.842632298901112
"868",0.0462974922741544
"869",0.623368148702539
"870",0.485091951868738
"871",0.531944473401682
"872",0.19742268076406
"873",0.326566784462888
"874",-1.44023199151019
"875",2.11470907987023
"876",-0.184672313220123
"877",0.492104327529081
"878",-1.36132698556342
"879",-0.365217557903885
"880",0.7561265592095
"881",0.146502808516189
"882",0.261947248506149
"883",-1.30615904372434
"884",0.492164032443828
"885",-0.511104000679042
"886",-1.66057454138599
"887",0.622376370866293
"888",0.0157310112822735
"889",-0.733887125964384
"890",0.27521113796498
"891",-1.8587385910095
"892",2.07889036683578
"893",-2.36088032720629
"894",0.327135397295895
"895",-0.227522726278505
"896",-1.18059531411805
"897",0.330421531559684
"898",-0.406934780043714
"899",1.52522324018498
"900",-1.10318386829999
"901",1.33689257455037
"902",0.552710403069674
"903",-1.05652641739161
"904",-0.190182994643526
"905",-0.909224176086877
"906",-2.00091550631878
"907",1.90897086539068
"908",1.56898020541778
"909",0.140301225311454
"910",-1.42055946460262
"911",0.513066799512409
"912",-0.987461198891432
"913",0.597223916449456
"914",0.867860400604364
"915",0.189257763959423
"916",-0.0693064069135194
