"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100"
"1",5.52058907291852,5.19889643524344,6.23475716123304,5.10807679611613,5.29362462598547,4.58276742049352,4.78015869865244,5.07723110686635,4.26429986629231,4.68520375680997,2.49201401535732,4.73340812243683,4.837019229368,3.80136385971645,4.47753211365197,4.19577521444499,5.81250635010319,3.71065664725795,5.39002965683856,5.47492453027211,6.42167770599685,6.53323679011617,3.52143510284224,3.35634286014468,4.11200643464604,4.92944406518947,4.67116794444658,3.92740141089506,5.81560587872625,6.39842926029621,4.93860358136205,5.96060089730364,4.59906677773528,5.84234918719843,4.03578951777838,5.77143268496255,4.21958327077242,3.35226244270325,3.11535273524395,4.77822204650611,4.72849754801108,5.73602237106341,4.22273260722513,4.4433938002223,3.73401135106625,5.85899966168865,3.9304193040773,5.69292626065095,5.88749750733228,4.51049891810982,4.24612972030731,4.20902680748923,5.47164441482445,3.92355246752211,3.74369884562796,4.8529033271576,4.72781583019513,4.50518773207356,6.09687749459202,6.58830506808811,5.79516730318388,4.25129779557625,4.66178747278013,4.8401249183607,4.39395759431351,5.07393910449923,4.71265208799151,4.49963173323709,5.32104600125552,5.45334063650006,3.36662362924661,5.30803957081185,6.14053442715518,5.37414088589371,3.72907686359722,3.80372883937693,4.97389789840898,4.38404276401146,6.3184446137018,4.82231858062497,6.21063902950221,4.337195007477,4.48737191296623,4.88210477988513,5.0795108727646,4.61427209000309,6.22740121195483,4.7596490087614,4.34731861499523,4.94406559804441,3.98278591904609,6.30563724039165,5.23703418499486,4.00761212536308,6.57141849353285,3.74871372814142,3.2687019665136,4.56082647884134,5.51678954158747,6.20350081216777
"2",3.92030923764772,5.16434758657327,4.67412404913196,4.4586273230036,5.21391237384364,6.45380366422203,4.40523142433401,4.4570868546875,6.37165787027765,5.50235259885213,5.14469221323914,4.41068265518516,6.05109183759995,5.76126853731795,5.59190844485539,4.42647934581215,4.95581449258465,5.09923625544106,3.94080981627989,3.9916146520179,5.57588468516948,5.17025960125564,5.20631460796068,4.34053081022622,6.21845692453466,4.93679752040266,7.30001295619254,4.65906714351015,4.54556973398238,5.16539311994272,6.45027208427231,4.36559123175929,4.32700344709535,3.75062715226038,4.17885346391757,6.52508475228148,6.89861598273396,6.65200560425718,5.19782129153243,4.32246109505732,6.04302682054804,5.13467673766994,4.39704894860514,3.45104517376158,6.09636906691772,4.39603844045278,4.44658297226267,4.44661390996518,4.82078720285713,5.34727009064909,4.27612444923395,4.47042429716303,5.79895493098355,5.37574169259109,5.14747733011314,2.89432008847302,4.90603121361215,6.26180273083255,5.34535021618981,6.86993641268135,4.61218757282395,5.67649439582917,3.90384595787497,5.51230827517098,4.47722809831123,4.41742486315521,2.38183876681734,4.44139497391991,6.26628191067563,4.3920670603377,5.94296836277164,4.40658410471517,6.75801533650651,4.92183066697623,5.73458325010575,6.44117204639156,5.16358625598774,4.31009408305357,3.51848869753577,4.60152613480339,7.22540612697119,5.21672180634838,4.7098677706506,7.07198318930466,5.38587811376579,6.00417730350719,6.31106623213771,4.23367370317429,4.05872166150386,5.89740027089257,6.84870824864522,6.11218757606141,4.03748284699974,4.8375472811708,5.04913297819276,4.11977399503783,5.62443520504901,4.32144744168297,4.6723440370922,5.13169942905245
"3",5.13923811501927,5.08043739514643,6.85578377627332,6.60813151731618,6.0846068449253,5.07533521471254,4.64696739331943,4.74675045103047,3.59634994704699,5.84224377514939,4.2049837332816,5.18384080667649,5.47761957827208,4.2725088617146,4.86539318457172,5.59813976206102,3.66371359066778,5.46109975035262,5.56843185878895,3.92772022645516,3.64701498077752,4.82839114878113,3.26410639613451,3.43445848457403,7.59975361818877,5.44523612324335,6.95900506905146,4.81758180208226,5.4942671162918,5.36251001493629,6.88737052439826,4.35208422514583,5.37832345284768,7.17058516356437,4.78824411345775,4.50257806012561,4.97085052850578,4.60422318358666,6.12380567548049,5.38133962134128,5.79292647119878,3.12087264091467,5.44146800415514,5.97756933902947,5.53934287483197,6.70997940553077,5.65153474658621,3.45918474984022,5.43176587197881,7.32040946537685,5.89439841045102,3.00928137627405,4.57897666378368,4.14493983020767,6.4294276809366,4.77647338969301,7.97696704287073,4.34524047352245,5.48309740601967,2.0971971514928,4.38972060690462,7.95210826986484,5.81281864205904,5.61203627559567,4.93729649417039,4.661370238774,3.30956578808653,3.48771603071235,5.3415654687943,3.78563729638791,5.71159718304142,7.02990169677847,3.9533894699307,4.92362902939052,5.42255157331993,6.05283241013512,5.84507449925845,5.36164346269875,5.54575256999331,4.78241747139989,5.28202662207527,4.78438632995021,5.02723208652823,4.21328529445032,4.04667555283307,5.21828826363064,5.57167403003034,4.65965939765463,4.50513316911234,5.79838473281054,4.63067004553927,4.34091614895881,2.90358974562723,4.83423012708568,3.96490443584971,4.90943399661831,5.10093071779739,6.27860483627157,5.16859185573186,7.82264422620273
"4",4.91525121505142,4.1747083731263,3.39194227643947,6.39717747573234,4.20695440925748,3.10179122614321,5.42316024430474,4.82331474723517,5.49957234772745,5.40383310195424,5.43418622106287,6.70612651652475,5.67812562307427,4.32810996112232,5.03279511613946,4.52595035018912,4.66383293631818,4.40198376971076,5.16407322476445,4.01487916805677,5.42211524379335,4.38841158704998,5.0610768195346,3.74538786095589,4.03965986448036,5.99734617828771,5.27943877702175,4.34566106257728,4.98199390097832,5.55168489306901,4.35820968210715,6.74172786815842,5.33284138563202,5.2339738718246,3.45213163485311,4.22117830628226,3.46791474752736,6.02048280943391,5.30868115782849,4.48752914675571,4.4921318773396,5.46479569226304,5.83826210786646,6.35726306486274,4.86638156328868,4.40686739265107,3.8384586811986,4.50200428791768,6.30532699956088,5.7843606662308,3.9488442888598,6.53271755596719,4.1584761931262,5.41593543305828,5.8097002761326,4.60134867631723,4.33234101330577,6.53105690881639,5.60318431553832,5.33199195542586,4.83277390620801,6.69311030130575,5.20365474511247,4.63745921621826,4.70522630225886,5.7873655849475,3.6308019966927,6.20737088003775,5.94201114008919,5.57632597087662,4.16713000551516,3.79871896514451,3.89849340985825,4.44990472582725,5.27407882507982,4.49324026487028,4.09727682787518,5.27914380912922,3.09977145713773,6.27619039582991,6.52776680359422,4.3983242213554,5.11501626575265,6.3477561625461,4.66808618618162,5.80200416727926,6.15124217308557,5.41220711169007,5.42399947299382,5.32074351671158,5.60132709123096,4.86970613013639,5.15598892597163,3.84073455496247,3.90149255000577,5.10408092995003,5.69264470917854,6.06956494482795,5.81814058663072,5.34256345816204
"5",4.3333603847154,4.38055878894084,4.22430730545826,4.75057431085123,4.39263360510703,6.2852113895502,4.1113833512356,6.0070522328372,5.22403171330286,6.14584280423583,4.41749553234094,5.1910785964543,6.4873275618226,3.55436887127749,5.84485597753169,5.17046652950786,4.11031359446694,6.26636717715173,5.92178945950132,4.34912382450464,4.71881151137957,3.88753118922015,5.25044067765647,4.79112671415204,6.25596884196015,2.69609215992316,5.92923744839391,3.67748306748016,4.95469691266465,5.58765007334574,5.00001980468351,5.5483265203935,5.46925433159942,4.4091641457827,5.50719054176582,3.62409389679423,4.29048705882763,4.09949471650641,5.45792438790614,5.02840095892153,4.89027935632365,5.90051514380833,4.06501356882435,5.12442573616843,3.63698014170629,6.0722277761845,6.12430337012069,5.29989100049468,5.18967348596854,3.64560027647452,7.03613836482095,6.43718290775946,4.19387017701456,3.77529121221849,6.01667040308351,4.33804294678126,4.48741893970953,3.49450327891296,5.18267248664429,4.5986005783155,5.77024598257948,4.99084927531536,4.74994740870971,5.32129789269549,3.79360563029736,4.74941841101016,2.49991337786333,3.89628251754146,5.50394133870858,4.85484545050094,3.7823638421219,4.49139828876019,5.77441070805399,4.17851907058693,5.23156583896212,5.23406425309797,4.15993906891996,6.76733286717159,5.6453920209526,4.42735115210652,4.76639681444111,5.44470327557762,5.41805974184254,5.36480427580584,4.6683839111828,4.87439064818343,5.93289000265658,4.93349447051996,3.65432788959476,6.16337920649554,5.38094670722487,4.01882234229978,4.19340620699268,4.1205343803092,3.24564190174313,6.37068412564394,4.62657769147339,5.90112866814185,4.35241676748758,4.24445717873801
"6",2.48391096799054,5.60391146863126,5.52029508121498,5.17203957021637,5.10158718204612,4.25584654692416,5.3193281575003,6.36686669294437,5.53385341042212,5.10912762962238,5.77101038172317,6.93783955592362,5.83764294420128,3.48633176225435,4.20345624215769,4.2100800587835,4.67442552606486,5.04558284904227,2.48401572951305,4.55472656362908,5.93640663281755,4.35790735160113,5.1356519510697,6.76999813895834,5.28656568278494,5.69837738997767,4.84832015326716,7.68673828765871,5.68815827469035,5.36534687197499,6.55815506778665,6.18525132697757,4.62807589346731,4.87734560474597,4.70909107885756,4.6630042400765,4.12197958738455,6.17554525409824,3.96947219354042,5.37354105690503,5.47786632918786,7.40478575231179,4.34097555010288,4.7515299779953,7.16069454481469,3.64168589882656,2.54328603139066,3.07047609931353,6.00436570801265,5.9057889321476,6.75467851046598,4.16005506066633,4.55190021646867,6.34514616979108,5.91417353674573,3.57138838560485,4.56047692725382,5.74442161130148,5.33477144400139,4.41042761943461,4.72676953421644,4.58564251890776,3.9763361481034,4.71660268809234,5.27133358360237,4.16540036700779,5.83188797275918,4.68820740596608,4.36487224977238,4.56245148396941,6.65390136943194,5.99656940763845,4.88747075579522,4.31901198005455,4.15714718311241,5.02087501998707,5.05844874958298,5.58233934997295,4.27858558094551,4.86898991557592,4.77203441045146,4.30153150218422,5.53149988103349,6.70718790499465,5.73552224207066,4.54183580033246,6.0415523978584,4.28724643015159,2.98844328100408,4.39009875854635,4.27221954426024,5.18247220611288,5.39304112815202,3.0881793785968,3.79650903604461,3.21143517268824,3.41967604289091,5.8066287878666,6.80116718722948,5.67039934024513
"7",4.26485320254332,4.68511297429291,5.7155836527838,5.52611636697259,3.49905485979721,4.48100285504126,5.52810724376363,5.05742575763062,6.45744201562795,5.59754363000457,3.86320101391819,5.47228980239657,5.07096823450698,6.04333619096592,7.00047427749752,2.61283706195869,5.06017015109089,7.24099214975296,4.33987102852566,4.6087016948899,4.0658979641649,6.43058668694175,4.41305167535732,4.58793480942324,5.61336205516218,5.70399632484324,7.00709543249306,4.41348030040121,3.30922330252455,6.56708514951606,4.93987124569815,2.67139547239833,5.1132977419147,4.3911774831069,4.18849202134974,3.39955494674204,3.78729924232923,4.96711833614548,5.451486042092,5.15661024502996,5.52641496968254,4.36033386228661,5.11290607709524,3.74638157317677,5.26689453351648,4.97352261420613,7.06453851257653,4.66905738390798,6.24097585085138,4.36261076385857,4.50743714499404,4.77043382848018,3.98850817807003,4.45353911253302,4.02741513119471,3.76364137664092,4.1451538884414,4.71387089544038,5.21928014700105,5.52800756578481,4.89581730264363,3.65688531094493,5.43064863089643,5.07719171875944,5.51587787404852,5.09213028667269,7.24281487943472,4.86862694705719,5.18700318829226,4.11451408801452,4.39784349068062,5.2514651681531,6.22198193540474,5.79753620249473,5.07656582754563,4.87989852675138,4.14812346985978,5.16630841384146,4.48945969624882,6.08596187363227,5.4250115253487,5.85440496879673,4.64388801705203,3.93816679000797,2.96594561633519,4.84387987852594,3.83903049609772,5.51162468155085,2.6645824003415,6.11302012443871,1.88135850524278,3.87943114586407,5.40611181483965,3.23694039128382,5.12887437016994,5.18332154650337,4.88767629644868,5.22530860606288,3.78297516767247,6.25463076070647
"8",3.97987773686491,5.22408772053303,5.33670191642519,4.30576432624337,5.56137407076547,7.62006403348619,6.41962881578782,6.25701695351003,4.9339673954725,7.17167951713041,5.4777043025351,5.14512602742648,4.62121033324222,5.73346832250172,4.94028639981486,4.33621594048162,4.29193819348836,4.71748730246625,5.34031691405262,4.98302605072758,4.76134402912061,6.03523190188038,4.88373990788159,5.00913660245689,6.24095908850613,5.16262338517338,6.43832411549286,4.77212168828777,5.31039648374802,5.62795016263508,7.16515009079097,3.54254134467078,7.82030438544741,5.68588307741889,4.42260995291553,6.40754782489341,5.06884849073335,6.7578120103036,5.09046071429119,3.3650395988624,3.54516112861735,5.93919579980598,6.30952375356727,5.48371114673204,5.41401398768669,5.31242213918103,6.87740367170946,4.77088409371462,4.59297253856085,6.03734404141769,5.06846964033355,4.27902856409862,6.11953002581152,6.43663993596649,4.40898961837344,5.73255952265818,5.22158801654676,5.50086126864762,5.62104769950034,3.60661395236446,5.12568574637186,4.58878736147234,3.50422294223128,3.39846137227363,6.31528516727483,5.48739862058149,3.67829364586197,5.56198835489379,6.87394394243492,4.95472906663614,6.10341249594367,4.69731128554195,5.59654374560846,3.97893630551987,5.54858799581947,4.09559601801481,7.19259529372849,3.66576028302803,4.63640073224519,4.28713658677356,5.05609225961197,4.14852701155022,5.29840671045034,4.16677474371953,6.24031600733475,3.54542173428955,5.10786410134191,5.9179705950317,4.6451102348915,6.25797603184601,3.18640857315582,5.57101884969231,5.28148041685058,3.40338889055081,3.64730414955717,5.66626639501371,3.44027526479703,4.10207172413921,4.79068770439519,6.2234233202469
"9",5.11355444129731,4.49250675964559,5.618690216232,4.07535280140569,4.97225958875324,5.17086406621043,4.47496414172036,6.21173440832744,5.2429951082865,5.1393594592354,3.22554876040902,6.0446209566977,5.4242326058594,4.81216263611047,6.45346377339647,6.25751268824849,5.57550203387184,4.09963065776762,3.91134286684195,3.25236215428463,4.32388480965603,4.46778193454891,6.10738519197817,5.47539055999418,4.10466080717796,4.74769493651399,3.27598256740663,5.36900366012312,5.27544596141625,6.74442069762046,4.0544211119959,7.6427880402376,6.25862625835587,6.1486171288064,6.99547023395562,3.65779738984585,4.11394908317952,5.9343753060735,5.95735934743468,5.84902716128151,3.44366072588992,4.6081146117068,4.93331309395685,6.98535537075612,5.0023739584097,4.2865054213623,7.10096340562969,3.85107634847195,6.59848292681311,6.22916162428229,5.46004663673806,5.02086250047792,4.78236090559543,3.53239699466082,4.37957801613064,3.16155220973744,4.37233835319058,4.6720578424852,5.28516717962906,5.91811771479317,3.11002267733885,6.78964621139416,3.35466257733875,5.57880440664111,3.50585095939175,5.58565272828982,5.18324470602653,5.53197543741352,5.26034265693047,3.18129154785731,4.92829136684934,4.1022344795303,4.35798685959171,4.85519233715704,5.00549762683196,5.81658007631002,5.04459984415357,3.32006395808189,6.07157432041996,3.91671946596359,4.75728511083092,4.70669110845151,5.08181680099124,5.5256626288955,4.78161973618221,5.26452571147904,5.43337085673692,4.98155234693983,4.11869512005099,3.40734561440241,4.98179443142773,6.05525857222803,4.70635692576214,2.71721156199019,6.37920308032389,5.01273481670974,5.60519270440633,4.99860182736943,5.351413765597,4.77977639748235
"10",4.52620901815991,3.53433114909592,5.83426530483167,5.29324964976791,4.07301340655817,4.03318111822979,3.4429268496618,4.93117386403798,6.38118314790191,7.59639974859275,5.72764674110136,3.45857343877995,6.28760760556897,4.55346186234028,3.92935383068776,3.89227668772896,3.17974916025265,4.74306026589993,6.14316726893234,5.90418995993263,5.50861871079309,3.68017948465597,5.09545542555087,4.86342880985764,4.57865125201502,5.0194642042872,4.91270737705942,5.46722510292179,5.8069936605113,6.47514504210428,5.11475597962043,6.18483104770069,3.70233819480932,6.97397952133499,4.96485007360617,5.75648583164546,4.02099095049047,3.63348705319484,5.56913750839228,4.01510874105452,4.81145004942499,4.48592064984625,5.27670812342557,4.44850109506972,4.33202294181741,5.3283417969406,5.84387124427927,4.16954890344553,4.77339056262838,5.17615324451198,4.19661391138363,5.87291624326963,3.84473520253313,5.47817641595288,5.44701646969998,6.69804060238693,2.74948076151745,4.28645521209895,4.91760432677474,5.34593090362645,4.50723346354447,5.16428450680538,4.64448667329741,4.11067199211304,4.7672340546413,5.31821684848871,3.45746096849029,4.0367399575903,5.07192452623954,6.36788999890782,3.11736096475651,5.15188680110843,5.0173736282507,5.45972434546611,5.31626501046477,4.60842436610052,4.19457885507244,5.74556361622866,5.33852363346327,8.20216708425341,4.37481851786773,5.3828197643697,4.00955937285371,5.15436308495638,4.68241466350138,5.93468290987149,2.66956887818539,5.17297472086932,4.4275161065756,4.44662767787198,6.94446497157302,5.11391324544709,4.65768848358438,4.65790930216693,5.63523564125377,5.33975440036082,4.96191019043865,6.51185365242233,5.55970402860891,4.68526074089376
